ACTIVITY DATE,BUSINESS UNIT,VOLUME - HANDLED,TOTAL TIME - AHT (sec),AHT CALC,Sum of PRODUCTIVE TIME - ACTUAL (hrs),Sum of PRODUCTIVE TIME - SCHEDULED (hrs),Conformance CALC,Attrition,EOM Headcount,Attrition % CALC,System Outage (hrs),Unplanned out,Shrinkage,Regular Scheduled Time (no OT),Unplanned out % CALC,Shrinkage % CALC
8/6/2020,RAM,1863,2054601,1102.845411,365.9005556,380.0000001,0.962896199,0,0,,0,16,260.4166667,704,2%,37%
8/6/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,7.25,8.25,79.73333333,160,5%,50%
8/6/2020,RIS,1965,1188758,604.9659033,404.0961111,406.3666666,0.994412545,0,0,,54.36666667,46.28333333,421.1333333,878,5%,48%
8/6/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,17.65,12.75,241.15,571,2%,42%
8/6/2020,WISE,6550,4249340,648.7541985,1203.47,1300.066667,0.925698682,0,0,,6.933333333,143.4166667,617.6833333,1960.65,7%,32%
8/7/2020,Client Transactions,1949,864230,443.4222678,221.9111111,228.1666666,0.972583394,0,0,,0,16,108.3333333,336.5,5%,32%
8/7/2020,Participant Transactions,2265,1304240,575.8233996,303.2380555,329.3333332,0.920763327,0,0,,0,11.5,161.6666667,548,2%,30%
8/7/2020,RAM,1572,1873476,1191.778626,336.6586112,356.3333334,0.944785625,0,0,,0,26.5,271.75,696,4%,39%
8/7/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,7.75,0,81.88333333,168,0%,49%
8/7/2020,RIS,2041,1286222,630.1920627,321.4419444,323.8,0.992717555,0,0,,42.53333333,47,478.7833333,904,5%,53%
8/7/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,5.933333333,10.28333333,215.7166667,563,2%,38%
8/7/2020,WISE,6185,3958113,639.9535974,1271.8,1342.066667,0.947642939,0,0,,15.81666667,158.9666667,713.8666667,1958.25,8%,36%
8/8/2020,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/8/2020,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/8/2020,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/8/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/8/2020,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/8/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/8/2020,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/9/2020,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/9/2020,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/9/2020,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/9/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/9/2020,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/9/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/9/2020,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/10/2020,Client Transactions,2338,903409,386.4024808,190.5413889,189.8333333,1.00372988,0,0,,0,1.5,98.41666667,328.5,0%,30%
8/10/2020,Participant Transactions,3116,1731431,555.6582157,394.4513889,393.5,1.002417761,0,0,,0,16,143.75,552,3%,26%
8/10/2020,RAM,2460,2684861,1091.406911,483.38,505.5000001,0.956241345,0,0,,2.416666667,36.91666667,172,706,5%,24%
8/10/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0.566666667,8,62.06666667,168,5%,37%
8/10/2020,RIS,2532,1643569,649.1188784,513.5988889,520.2166666,0.987278805,0,0,,44.31666667,47.83333333,301.15,900,5%,33%
8/10/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,21.66666667,40.5,200.1666667,563,7%,36%
8/10/2020,WISE,7826,5188623,662.9980833,1545.028056,1689.966667,0.914235817,0,0,,9.7,144.9166667,527.6166667,1974.216667,7%,27%
8/11/2020,Client Transactions,1814,892549,492.0336273,224.8502778,219,1.026713597,0,0,,0,0,97.16666667,328,0%,30%
8/11/2020,Participant Transactions,2391,1485697,621.3705563,304.8102778,321.4166666,0.948333766,0,0,,0,13,157.25,552,2%,28%
8/11/2020,RAM,2218,2329970,1050.482417,358.9716667,364.75,0.984158099,0,0,,4.566666667,24.5,274.2333333,704,3%,39%
8/11/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,1.2,1.5,68.45,168,1%,41%
8/11/2020,RIS,2315,1537920,664.3282937,435.1669444,439.9166667,0.989203132,0,0,,41.6,23.46666667,355.65,892,3%,40%
8/11/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,22.03333333,10,240.0333333,563,2%,43%
8/11/2020,WISE,6981,4475186,641.0522848,1344.414722,1425.183333,0.943327564,0,0,,8.183333333,117.55,652.2333333,1961.133333,6%,33%
8/12/2020,Client Transactions,1903,860362,452.1082501,221.8225,225.5833333,0.983328408,0,0,,0,1,100.9166667,326.5,0%,31%
8/12/2020,Participant Transactions,2191,1319967,602.4495664,318.1433333,351.4999999,0.905101944,0,0,,0,8,185.75,556,1%,33%
8/12/2020,RAM,2008,2193707,1092.483566,376.3647223,384.2333334,0.979521269,0,0,,1.85,21.66666667,280.2666667,702,3%,40%
8/12/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,2.15,0,77.65,168,0%,46%
8/12/2020,RIS,2150,1419693,660.3223256,467.4294444,484.6333333,0.964501227,0,0,,33.73333333,21.25,348.9833333,899,2%,39%
8/12/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,13.3,5.833333333,245.1333333,555,1%,44%
8/12/2020,WISE,6448,4061083,629.8205645,1219.6325,1272.916667,0.958140098,0,0,,10.5,107.5333333,649.9166667,2095.066667,5%,31%
8/13/2020,Client Transactions,1795,975665,543.545961,233.5769444,246,0.949499774,0,0,,34.75,3.5,113.75,328.5,1%,35%
8/13/2020,Participant Transactions,1973,1279159,648.3319818,280.4902778,326,0.860399625,0,0,,1.25,13.5,156,552,2%,28%
8/13/2020,RAM,1895,2210926,1166.715567,337.7447223,379.5833334,0.889777534,0,0,,1.416666667,16,282.1666667,696,2%,41%
8/13/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0.283333333,7.75,77.61666667,168,5%,46%
8/13/2020,RIS,2056,1302642,633.5807393,438.8105556,459.7499999,0.954454716,0,0,,46.83333333,49.83333333,406.0833333,878,6%,46%
8/13/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,13.9,6,267.4,555,1%,48%
8/13/2020,WISE,6210,3939530,634.3848631,1163.255833,1244.933333,0.934392069,0,0,,12.36666667,103.2833333,669.4,2092.933333,5%,32%
8/14/2020,Client Transactions,2693,952448,353.6754549,236.9394444,244.2499999,0.970069373,0,0,,0,0,84.25,328.5,0%,26%
8/14/2020,Participant Transactions,1873,1188774,634.6898025,269.2036111,296.25,0.908704173,0,0,,7,30.5,185.1666667,548,6%,34%
8/14/2020,RAM,1923,2077134,1080.152886,321.6705556,329.9166667,0.975005473,0,0,,0,29.08333333,307.3333333,696.75,4%,44%
8/14/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,2,9,100.3333333,168,5%,60%
8/14/2020,RIS,1977,1258615,636.6287304,407.2719444,409.6333333,0.99423536,0,0,,29.51666667,46.75,419.1333333,899,5%,47%
8/14/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,18.26666667,9.5,251.7666667,555,2%,45%
8/14/2020,WISE,6099,3926925,643.8637482,1234.380556,1299.366667,0.949986318,0,0,,13.2,116.5166667,745.3833333,2082.083333,6%,36%
8/15/2020,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/15/2020,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/15/2020,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/15/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/15/2020,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/15/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/15/2020,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/16/2020,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/16/2020,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/16/2020,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/16/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/16/2020,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/16/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/16/2020,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/17/2020,Client Transactions,2820,855712,303.4439716,168.5066667,183.5,0.918292461,0,0,,0,1,98.16666667,328.5,0%,30%
8/17/2020,Participant Transactions,2749,1607128,584.6227719,383.3644444,382.5,1.002259985,0,0,,1,39.75,155,552,7%,28%
8/17/2020,RAM,2320,2639044,1137.518966,438.9441667,456.0000001,0.962596857,0,0,,3,24.25,214,704,3%,30%
8/17/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,5.866666667,0,59.86666667,168,0%,36%
8/17/2020,RIS,2555,1664099,651.3107632,436.0441667,458.2499999,0.951542099,0,0,,50.25,63.25,374.25,845.5,7%,44%
8/17/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,13.58333333,37.75,199.5833333,599,6%,33%
8/17/2020,WISE,7698,5045552,655.4367368,1523.372222,1665.2,0.914828382,0,0,,30.03333333,112.25,561.6166667,2116.283333,5%,27%
8/18/2020,Client Transactions,1806,811200,449.1694352,207.3338889,220.8333333,0.93887044,0,0,,0,1.083333333,102,328,0%,31%
8/18/2020,Participant Transactions,2206,1387624,629.0226655,304.2491666,322.9166666,0.942190968,0,0,,0,40,167.8333333,552,7%,30%
8/18/2020,RAM,2291,2326637,1015.555216,293.5405556,303.5000001,0.967184697,0,0,,0.75,16,313.8333333,704,2%,45%
8/18/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,8.433333333,0,79.68333333,168,0%,47%
8/18/2020,RIS,2021,1289844,638.2206828,357.0105556,373.6,0.955595705,0,0,,43.93333333,51.25,384.9,844,6%,46%
8/18/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,5.833333333,14,280.3333333,595,2%,47%
8/18/2020,WISE,6872,4464692,649.693248,1322.603056,1412.25,0.936521902,0,0,,26.45,76.33333333,650.7,2091.033333,4%,31%
8/19/2020,Client Transactions,2018,1011829,501.4018831,267.235,273.6666667,0.976498173,0,0,,0,0,52.83333333,326.5,0%,16%
8/19/2020,Participant Transactions,2182,1412807,647.4825848,267.1216667,295.9166666,0.902692199,0,0,,0,16,150.9166667,556,3%,27%
8/19/2020,RAM,2054,2342777,1140.592502,313.665,324.7500001,0.965866051,0,0,,0,32,312,704,5%,44%
8/19/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,10.1,0,81.85,168,0%,49%
8/19/2020,RIS,2043,1317630,644.948605,302.2433333,310.9166666,0.972103994,0,0,,55.13333333,63.5,428.4666667,835,8%,51%
8/19/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,8.133333333,11,277.0166667,587,2%,47%
8/19/2020,WISE,6166,3997040,648.2387285,1153.684167,1219.366667,0.946133922,0,0,,14.16666667,63.46666667,620.1333333,2054.2,3%,30%
8/20/2020,Client Transactions,1805,894730,495.6952909,233.8188889,265.4166666,0.880950288,0,0,,0,7.25,63.08333333,328.5,2%,19%
8/20/2020,Participant Transactions,1983,1210223,610.2990419,262.9722222,289.25,0.909152022,0,0,,0,28,182.9166667,551.5,5%,33%
8/20/2020,RAM,2070,2055254,992.8763285,317.1538889,333.6666667,0.950511155,0,0,,0,26.83333333,313.8333333,696,4%,45%
8/20/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,9.8,1.25,93.3,168,1%,56%
8/20/2020,RIS,1913,1205699,630.2660742,285.8366667,303.35,0.942266908,0,0,,32.9,38.41666667,394.7333333,814,5%,48%
8/20/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,12.31666667,1,280.0333333,587,0%,48%
8/20/2020,WISE,5848,3744997,640.3893639,1096.236389,1175.533333,0.932543857,0,0,,9.966666667,88.08333333,674.1333333,2045,4%,33%
8/21/2020,Client Transactions,2103,901390,428.6210176,236.5308333,250.9166666,0.942666888,0,0,,0,6.5,77.58333333,328.5,2%,24%
8/21/2020,Participant Transactions,2283,1298593,568.8098993,303.7961111,333.4166666,0.911160543,0,0,,0,20,170.3333333,548,4%,31%
8/21/2020,RAM,1915,1936523,1011.239164,242.1502778,249.75,0.969570682,0,0,,0,35.5,360.5,696,5%,52%
8/21/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,9.35,9.75,96.43333333,168,6%,57%
8/21/2020,RIS,1884,1247890,662.3619958,331.0697222,352.55,0.939071684,0,0,,22.5,29.16666667,406.3333333,835.5,3%,49%
8/21/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,14.11666667,28.08333333,295.2666667,587,5%,50%
8/21/2020,WISE,6063,3920658,646.653142,1229.511944,1291.766667,0.951806527,0,0,,11.56666667,154.75,700.6166667,2036.25,8%,34%
8/22/2020,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/22/2020,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/22/2020,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/22/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/22/2020,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/22/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/22/2020,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/23/2020,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/23/2020,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/23/2020,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/23/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/23/2020,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/23/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/23/2020,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/24/2020,Client Transactions,2112,872776,413.2462121,169.2813889,182.1666666,0.929266545,0,0,,0,8,99,328.5,2%,30%
8/24/2020,Participant Transactions,2539,1633036,643.1807798,379.1419444,417.9999999,0.907038145,0,0,,0,1.25,103.5,536,0%,19%
8/24/2020,RAM,2051,2498541,1218.206241,483.7780556,515.5000001,0.938463735,0,0,,2.5,11.5,159.25,704,2%,23%
8/24/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,7.05,8,53.8,168,5%,32%
8/24/2020,RIS,2632,1780078,676.3214286,472.1005556,497.8666666,0.948246965,0,0,,34.5,58.16666667,270.4166667,828,7%,33%
8/24/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,10.68333333,41.25,181.6833333,587,7%,31%
8/24/2020,WISE,7619,4975786,653.0759942,1449.883056,1541.55,0.94053586,0,0,,12.71666667,215.8166667,605.7,2080.866667,10%,29%
8/25/2020,Client Transactions,1949,909393,466.5946639,227.5463889,211.1666667,1.077567745,0,0,,0,9,111.6666667,328,3%,34%
8/25/2020,Participant Transactions,2244,1437806,640.7335116,331.2361111,345.5,0.958715228,0,0,,0,16,122,536,3%,23%
8/25/2020,RAM,2137,2099383,982.3972859,266.8994445,278.4166667,0.958633144,0,0,,1.5,8,335.8333333,704,1%,48%
8/25/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,69.41666667,168,0%,41%
8/25/2020,RIS,2202,1501279,681.7797457,410.5058333,410.8666667,0.999121775,0,0,,15.01666667,30.25,353.1833333,820.5,4%,43%
8/25/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,20.8,6.3,236.7833333,587,1%,40%
8/25/2020,WISE,6702,4225661,630.5074605,1330.388889,1422.7,0.935115547,0,0,,9.866666667,119.3333333,641.1166667,2060.7,6%,31%
8/26/2020,Client Transactions,2005,959077,478.3426434,245.4475,249.9166667,0.982117372,0,0,,0,3,76.58333333,326.5,1%,23%
8/26/2020,Participant Transactions,2099,1305067,621.7565507,260.5061111,285.1666666,0.913522307,0,0,,1,8.25,150.8333333,540,2%,28%
8/26/2020,RAM,2419,2404083,993.8334022,289.7452778,304.2333334,0.952378474,0,0,,3.016666667,1.25,297.0166667,704,0%,42%
8/26/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0.416666667,0,80.41666667,168,0%,48%
8/26/2020,RIS,1982,1287188,649.4389506,388.6313889,393.4333333,0.98779477,0,0,,15.06666667,38.98333333,362.3833333,827.5,5%,44%
8/26/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,16.08333333,2,256.4166667,587.5,0%,44%
8/26/2020,WISE,5942,3762018,633.1231908,1095.284444,1156.25,0.947273033,0,0,,5.716666667,100.5333333,700.5833333,2159.5,5%,32%
8/27/2020,Client Transactions,1824,956768,524.5438596,250.4866666,261.8333333,0.956664545,0,0,,0,0,66.66666667,328.5,0%,20%
8/27/2020,Participant Transactions,2114,1231310,582.4550615,312.7238889,343.3333333,0.910846278,0,0,,0,19,138.0833333,536,4%,26%
8/27/2020,RAM,2200,2236031,1016.377727,293.8761111,300.5833334,0.977685981,0,0,,3.666666667,16.33333333,303.6666667,696,2%,44%
8/27/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,2,10.75,80.16666667,168,6%,48%
8/27/2020,RIS,2006,1250642,623.4506481,365.7269444,363.3333333,1.006587921,0,0,,17.33333333,45,371.0333333,806,6%,46%
8/27/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,20.86666667,9,263.55,587,2%,45%
8/27/2020,WISE,6050,3820194,631.4370248,1138.307222,1205.862222,0.943977845,0,0,,12.9,84.75,637.7166667,2147.983333,4%,30%
8/28/2020,Client Transactions,2153,946711,439.7171389,240.1752778,248.25,0.967473425,0,0,,0,3,80.25,328.5,1%,24%
8/28/2020,Participant Transactions,1759,1145516,651.2313815,292.4566666,329.3333333,0.888026316,0,0,,1.25,24.25,162.75,524,5%,31%
8/28/2020,RAM,1947,2130921,1094.46379,316.2283334,329.75,0.958994188,0,0,,0,18.25,285.5,696,3%,41%
8/28/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0.816666667,5,73.1,168,3%,44%
8/28/2020,RIS,1972,1309698,664.1470588,358.5152778,363.3666666,0.986648778,0,0,,4.133333333,46,400.6333333,827,6%,48%
8/28/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,28.6,13.75,279.0333333,587,2%,48%
8/28/2020,WISE,5869,3767870,641.9952292,1180.799167,1257.216667,0.939216921,0,0,,11.28333333,134.75,720.95,2158.666667,6%,33%
8/29/2020,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/29/2020,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/29/2020,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/29/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/29/2020,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/29/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/29/2020,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/30/2020,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/30/2020,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/30/2020,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/30/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/30/2020,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/30/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/30/2020,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
8/31/2020,Client Transactions,2300,934070,406.1173913,242.0427778,257.5833333,0.939667853,2,41,0.048780488,0,8,70.91666667,328.5,2%,22%
8/31/2020,Participant Transactions,2307,1435725,622.3342003,370.8161111,393.9999999,0.941157643,2,68,0.029411765,0,19.25,120.25,528,4%,23%
8/31/2020,RAM,2129,2522053,1184.6186,421.4658334,438.2833334,0.961628703,2,88,0.022727273,3.216666667,91.5,242.2166667,706,13%,34%
8/31/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,2,21,0.095238095,3.366666667,4.166666667,58.28333333,184,2%,32%
8/31/2020,RIS,2467,1679499,680.7859749,487.7044444,494.3833333,0.986490465,2,100,0.02,34.78333333,76.68333333,275.7166667,807,10%,34%
8/31/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,2,0,,34.53333333,49,224.95,589,8%,38%
8/31/2020,WISE,7849,5142019,655.117722,1555.996111,1616.7,0.962451977,2,266,0.007518797,18.8,150.5833333,518.8833333,2078.933333,7%,25%
9/1/2020,Client Transactions,2189,933990,426.6742805,248.9322222,240.8333333,1.033628604,0,0,,0,0,87.16666667,328,0%,27%
9/1/2020,Participant Transactions,2382,1498731,629.1901763,370.7338889,407.75,0.909218612,0,0,,0,0,83.66666667,528,0%,16%
9/1/2020,RAM,2538,2636035,1038.626872,327.6191667,344.9166667,0.949850205,0,0,,5.333333333,20.5,282.5,704,3%,40%
9/1/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,13,0,56.75,184,0%,31%
9/1/2020,RIS,2603,1701158,653.5374568,497.5894444,485.5833333,1.02472513,0,0,,20.71666667,60.5,255.9666667,804,8%,32%
9/1/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,11.03333333,11.5,213.6166667,578.5,2%,37%
9/1/2020,WISE,6820,4312116,632.2750733,1274.148333,1338.183333,0.952147812,0,0,,6.983333333,79.16666667,647.65,2071.25,4%,31%
9/2/2020,Client Transactions,2331,956890,410.5062205,253.4130555,268.25,0.944689862,0,0,,0,8,58.25,326.5,2%,18%
9/2/2020,Participant Transactions,2149,1336075,621.7194044,321.7547222,363.9166666,0.884143958,0,0,,0,14.25,124.0833333,532,3%,23%
9/2/2020,RAM,2300,2426118,1054.833913,331.2941667,341.8333334,0.969168698,0,0,,3.416666667,1,270.4166667,702,0%,39%
9/2/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,2.15,2.333333333,57.98333333,184,1%,32%
9/2/2020,RIS,2339,1541736,659.1432236,414.8533333,412,1.006925566,0,0,,25.58333333,60.08333333,323.0833333,811,7%,40%
9/2/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,7.566666667,3,204.4833333,578.5,1%,35%
9/2/2020,WISE,6426,4187069,651.5824774,1179.046667,1244.033333,0.947761314,0,0,,3.55,50.75,531.3,2046.333333,2%,26%
9/3/2020,Client Transactions,1711,1017672,594.7819988,273.7905555,278.6666666,0.982501994,0,0,,0,0.5,49.83333333,328.5,0%,15%
9/3/2020,Participant Transactions,2071,1310625,632.846451,331.9477778,350.7499999,0.946394235,0,0,,0,11,120.5,528,2%,23%
9/3/2020,RAM,2559,2589490,1011.91481,351.1061112,366.7500001,0.957344543,0,0,,0,10.25,284.0833333,696,1%,41%
9/3/2020,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,3.566666667,6.183333333,70.93333333,184.7666667,3%,38%
9/3/2020,RIS,2205,1467847,665.6902494,418.8594444,416.7,1.005182252,0,0,,4.533333333,72.36666667,333.8166667,792.5,9%,42%
9/3/2020,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,4.233333333,12.5,244.9833333,579.2166667,2%,42%
9/3/2020,WISE,6076,3872754,637.385451,1120.198056,1178,0.950932135,0,0,,14.11666667,59.88333333,596.8333333,2129.766667,3%,28%
9/4/2020,Client Transactions,1939,881020,454.368231,235.5394444,271.6666666,0.86701636,0,0,,0,0,56.83333333,328.5,0%,17%
9/4/2020,Participant Transactions,1735,1161605,669.5129683,291.2986111,354.4166666,0.821910024,0,0,,0,6.5,122,524,1%,23%
9/4/2020,RAM,1715,1738323,1013.599417,295.1030556,310.3000001,0.951024994,0,0,,0.116666667,19.58333333,347.95,696,3%,50%
