date,Sum of TOTAL TIME - AHT (sec),Sum of TOTAL TIME - AHT - FORECAST (sec),Sum of VOLUME - RECEIVED,Sum of VOLUME - FORECAST
8/8/2018,146020,,314,254
8/9/2018,139026,,304,238
8/10/2018,129456,,269,238
8/11/2018,,,0,0
8/12/2018,,,0,0
8/13/2018,189600,,409,363
8/14/2018,167676,,360,294
8/15/2018,168300,,366,308
8/16/2018,150720,,321,262
8/17/2018,139009,,301,237
8/18/2018,,,0,0
8/19/2018,,,0,0
8/20/2018,184894,,437,329
8/21/2018,164154,,347,271
8/22/2018,164560,,356,254
8/23/2018,124032,,291,238
8/24/2018,153882,,316,233
8/25/2018,,,0,0
8/26/2018,,,0,0
8/27/2018,232854,,425,366
8/28/2018,193860,,366,304
8/29/2018,199864,,378,284
8/30/2018,153600,,305,266
8/31/2018,150282,,302,261
9/1/2018,,,0,0
9/2/2018,,,0,0
9/3/2018,,,0,0
9/4/2018,204022,,446,504
9/5/2018,192882,,412,393
9/6/2018,172386,,361,344
9/7/2018,143325,,319,381
9/8/2018,,,0,0
9/9/2018,,,0,0
9/10/2018,211972,,405,421
9/11/2018,159954,,324,350
9/12/2018,171872,,331,327
9/13/2018,180306,,336,306
9/14/2018,161200,,327,300
9/15/2018,,,0,0
9/16/2018,,,0,0
9/17/2018,202078,,401,414
9/18/2018,191800,,368,344
9/19/2018,145209,,303,316
9/20/2018,142188,,299,302
9/21/2018,160062,,324,303
9/22/2018,,,0,0
9/23/2018,,,0,0
9/24/2018,191530,,377,397
9/25/2018,163900,,326,333
9/26/2018,174410,,335,309
9/27/2018,141270,,282,298
9/28/2018,170950,,335,302
9/29/2018,,,0,0
9/30/2018,,,0,0
10/1/2018,228928,,457,469
10/2/2018,218112,,433,390
10/3/2018,198114,,393,364
10/4/2018,164983,,369,341
10/5/2018,162521,,361,334
10/6/2018,,,0,0
10/7/2018,,,0,0
10/8/2018,206820,,389,438
10/9/2018,197757,,399,501
10/10/2018,196209,,403,469
10/11/2018,195286,,456,418
10/12/2018,269864,,521,411
10/13/2018,,,0,0
10/14/2018,,,0,0
10/15/2018,346528,,725,536
10/16/2018,197370,,388,388
10/17/2018,169252,,325,365
10/18/2018,133440,,283,359
10/19/2018,130548,,261,351
10/20/2018,,,0,0
10/21/2018,,,0,0
10/22/2018,193501,,372,407
10/23/2018,160034,,324,338
10/24/2018,180723,,333,316
10/25/2018,137643,,293,296
10/26/2018,127633,,292,290
10/27/2018,,,0,0
10/28/2018,,,0,0
10/29/2018,200901,,415,399
10/30/2018,143000,,287,331
10/31/2018,132468,,268,310
11/1/2018,139975,,275,290
11/2/2018,144650,,263,284
11/3/2018,,,0,0
11/4/2018,,,0,0
11/5/2018,200015,,369,411
11/6/2018,134939,,260,324
11/7/2018,160973,,320,303
11/8/2018,154289,,290,283
11/9/2018,149031,,275,278
11/10/2018,,,0,0
11/11/2018,,,0,0
11/12/2018,172692,,341,427
11/13/2018,184140,,398,341
11/14/2018,218624,,566,303
11/15/2018,219897,,518,283
11/16/2018,187116,,394,278
11/17/2018,,,0,0
11/18/2018,,,0,0
11/19/2018,244449,,510,427
11/20/2018,215267,,408,341
11/21/2018,167232,,328,302
11/22/2018,,,0,0
11/23/2018,78128,,152,143
11/24/2018,,,0,0
11/25/2018,,,0,0
11/26/2018,270368,,548,487
11/27/2018,197054,,371,404
11/28/2018,191891,,393,378
11/29/2018,179422,,341,354
11/30/2018,218569,,403,347
12/1/2018,,,0,0
12/2/2018,,,0,0
12/3/2018,291610,,532,547
12/4/2018,233376,,419,504
12/5/2018,96473,,222,315
12/6/2018,249546,,473,616
12/7/2018,255962,,408,502
12/8/2018,,,0,0
12/9/2018,,,0,0
12/10/2018,331254,,511,535
12/11/2018,261617,,438,444
12/12/2018,274040,,426,416
12/13/2018,221796,,401,389
12/14/2018,271364,,430,381
12/15/2018,,,0,0
12/16/2018,,,0,0
12/17/2018,354900,,658,596
12/18/2018,286752,,473,495
12/19/2018,250299,,469,463
12/20/2018,283833,,496,433
12/21/2018,288948,,460,425
12/22/2018,,,0,0
12/23/2018,0,,0,0
12/24/2018,189472,,276,293
12/25/2018,,,0,0
12/26/2018,339551,,506,477
12/27/2018,329229,,564,514
12/28/2018,345772,,627,551
12/29/2018,,,0,0
12/30/2018,0,,0,0
12/31/2018,288636,,513,514
1/1/2019,0,,0,0
1/2/2019,314824,,593,617
1/3/2019,278208,,458,531
1/4/2019,254758,,528,541
1/5/2019,,,0,0
1/6/2019,0,,0,0
1/7/2019,310284,,687,596
1/8/2019,284580,,488,495
1/9/2019,246268,,422,463
1/10/2019,213860,,388,433
1/11/2019,206908,,365,425
1/12/2019,,,0,0
1/13/2019,0,,0,0
1/14/2019,300202,,598,653
1/15/2019,241400,,440,464
1/16/2019,229696,,416,401
1/17/2019,225786,,378,369
1/18/2019,200998,,374,403
1/19/2019,,,0,0
1/20/2019,,,0,0
1/21/2019,122040,,236,271
1/22/2019,193230,,525,581
1/23/2019,205900,,355,502
1/24/2019,184544,,294,427
1/25/2019,212840,,352,451
1/26/2019,,,0,0
1/27/2019,0,,0,0
1/28/2019,259120,,446,531
1/29/2019,199092,,367,421
1/30/2019,222768,,394,378
1/31/2019,207870,,354,349
2/1/2019,166320,,393,383
2/2/2019,,,0,0
2/3/2019,,,0,0
2/4/2019,259777,,542,554
2/5/2019,223685,,423,460
2/6/2019,193550,,375,430
2/7/2019,131364,,271,403
2/8/2019,160368,,329,395
2/9/2019,,,0,0
2/10/2019,,,0,0
2/11/2019,190156,,486,532
2/12/2019,202122,,400,442
2/13/2019,196137,,374,413
2/14/2019,163404,,315,387
2/15/2019,210800,,371,379
2/16/2019,,,0,0
2/17/2019,,,0,0
2/18/2019,0,,0,0
2/19/2019,260631,,600,546
2/20/2019,236340,,581,421
2/21/2019,177561,,352,387
2/22/2019,186038,,401,398
2/23/2019,,,0,0
2/24/2019,,,0,0
2/25/2019,262528,,617,512
2/26/2019,256280,,471,414
2/27/2019,233050,,401,373
2/28/2019,229030,,383,352
3/1/2019,220428,,400,367
3/2/2019,,,0,0
3/3/2019,,,0,0
3/4/2019,267618,,537,529
3/5/2019,260292,,457,439
3/6/2019,202420,,369,411
3/7/2019,199404,,351,384
3/8/2019,234225,,393,377
3/9/2019,,,0,0
3/10/2019,,,0,0
3/11/2019,287028,,550,551
3/12/2019,262355,,388,457
3/13/2019,192168,,430,428
3/14/2019,223468,,361,400
3/15/2019,245480,,384,393
3/16/2019,,,0,0
3/17/2019,0,,0,0
3/18/2019,296838,,527,545
3/19/2019,253946,,416,384
3/20/2019,220567,,379,426
3/21/2019,242802,,402,357
3/22/2019,215812,,333,389
3/23/2019,0,,0,0
3/24/2019,0,,0,0
3/25/2019,294502,,529,561
3/26/2019,261184,,428,396
3/27/2019,231267,,391,439
3/28/2019,220064,,375,368
3/29/2019,227030,,367,401
3/30/2019,,,0,0
3/31/2019,0,,0,0
4/1/2019,417788,,638,624
4/2/2019,367026,,534,554
4/3/2019,328841,,512,518
4/4/2019,321816,,511,485
4/5/2019,339141,,484,476
4/6/2019,,,0,0
4/7/2019,0,,0,0
4/8/2019,444853,,727,837
4/9/2019,402732,,613,718
4/10/2019,400672,,618,671
4/11/2019,435213,,626,628
4/12/2019,480562,,735,616
4/13/2019,0,,0,0
4/14/2019,0,,0,0
4/15/2019,579141,,1031,970
4/16/2019,257184,,440,544
4/17/2019,188106,,328,354
4/18/2019,180285,,304,352
4/19/2019,0,,0,0
4/20/2019,0,,0,0
4/21/2019,0,,0,0
4/22/2019,260832,,445,383
4/23/2019,217854,,345,322
4/24/2019,189525,,308,288
4/25/2019,180129,,295,247
4/26/2019,187520,,301,261
4/27/2019,0,,0,0
4/28/2019,0,,0,0
4/29/2019,262836,,458,536
4/30/2019,193154,,327,454
5/1/2019,187776,,289,369
5/2/2019,176256,,308,350
5/3/2019,133604,,256,392
5/4/2019,0,,0,0
5/5/2019,0,,0,0
5/6/2019,188074,,348,545
5/7/2019,185416,,310,386
5/8/2019,161150,,275,220
5/9/2019,148410,,255,189
5/10/2019,153735,,279,200
5/11/2019,0,,0,0
5/12/2019,0,,0,0
5/13/2019,219760,,415,309
5/14/2019,160680,,314,260
5/15/2019,156310,,291,233
5/16/2019,162435,,263,199
5/17/2019,142842,,320,211
5/18/2019,,,0,0
5/19/2019,,,0,0
5/20/2019,183749,,361,312
5/21/2019,179400,,326,263
5/22/2019,154882,,265,235
5/23/2019,131318,,254,201
5/24/2019,114376,,235,213
5/25/2019,,,0,0
5/26/2019,0,,0,0
5/27/2019,0,,0,0
5/28/2019,217005,,393,314
5/29/2019,152152,,286,255
5/30/2019,132500,,250,243
5/31/2019,150650,,264,251
6/1/2019,,,0,0
6/2/2019,,,0,0
6/3/2019,206816,,368,374
6/4/2019,154080,,288,310
6/5/2019,191135,,309,290
6/6/2019,124890,,230,268
6/7/2019,142080,,256,276
6/8/2019,0,,0,0
6/9/2019,0,,0,0
6/10/2019,223561,,382,367
6/11/2019,160050,,277,259
6/12/2019,141815,,251,248
6/13/2019,138444,,249,225
6/14/2019,127699,,248,240
6/15/2019,,,0,0
6/16/2019,0,,0,0
6/17/2019,176172,,319,355
6/18/2019,168636,,306,250
6/19/2019,157168,,307,240
6/20/2019,159432,,281,218
6/21/2019,163072,,265,232
6/22/2019,,,0,0
6/23/2019,,,0,0
6/24/2019,208936,,367,347
6/25/2019,182975,,325,245
6/26/2019,147264,,237,235
6/27/2019,134316,,239,213
6/28/2019,123582,,258,228
6/29/2019,,,0,0
6/30/2019,,,0,0
7/1/2019,200600,,359,348
7/2/2019,153928,,292,310
7/3/2019,118190,,268,252
7/4/2019,,,0,0
7/5/2019,165501,,324,278
7/6/2019,,,0,0
7/7/2019,0,,0,0
7/8/2019,230391,,448,428
7/9/2019,183008,,359,353
7/10/2019,175906,,336,324
7/11/2019,156849,,313,281
7/12/2019,178560,,391,317
7/13/2019,,,0,0
7/14/2019,,,0,0
7/15/2019,304000,,557,457
7/16/2019,221130,,423,380
7/17/2019,219820,,407,355
7/18/2019,202200,,346,332
7/19/2019,166085,,304,326
7/20/2019,,,0,0
7/21/2019,,,0,0
7/22/2019,225799,,411,432
7/23/2019,202049,,374,359
7/24/2019,188428,,334,336
7/25/2019,181365,,328,314
7/26/2019,161637,,316,308
7/27/2019,,,0,0
7/28/2019,,,0,0
7/29/2019,224472,,405,398
7/30/2019,187762,,375,330
7/31/2019,188768,,355,309
8/1/2019,166717,,296,289
8/2/2019,172425,,291,283
8/3/2019,0,,0,0
8/4/2019,0,,0,0
8/5/2019,201496,,370,405
8/6/2019,154882,,300,352
8/7/2019,167616,,297,321
8/8/2019,132000,,304,309
8/9/2019,145452,,305,289
8/10/2019,,,0,0
8/11/2019,,,0,0
8/12/2019,209336,,392,401
8/13/2019,189600,,333,348
8/14/2019,177366,,317,318
8/15/2019,178502,,323,306
8/16/2019,168214,,310,286
8/17/2019,0,,0,0
8/18/2019,0,,0,0
8/19/2019,217529,,445,370
8/20/2019,167940,,350,300
8/21/2019,155482,,272,297
8/22/2019,158372,,302,304
8/23/2019,138720,,264,289
8/24/2019,0,,0,0
8/25/2019,0,,0,0
8/26/2019,203550,,365,379
8/27/2019,196281,,344,307
8/28/2019,175337,,272,304
8/29/2019,156860,,254,312
8/30/2019,163319,,254,296
8/31/2019,0,,0,0
9/1/2019,0,,0,0
9/2/2019,0,,0,0
9/3/2019,214102,,388,398
9/4/2019,175526,,315,323
9/5/2019,177878,,311,320
9/6/2019,165252,,288,327
9/7/2019,0,,0,0
9/8/2019,0,,0,0
9/9/2019,204896,,356,381
9/10/2019,176525,,334,317
9/11/2019,178464,,325,307
9/12/2019,181440,,300,302
9/13/2019,175656,,331,303
9/14/2019,,,0,0
9/15/2019,,,0,0
9/16/2019,241020,,400,418
9/17/2019,196524,,322,351
9/18/2019,158331,,267,321
9/19/2019,150912,,265,308
9/20/2019,124550,,236,301
9/21/2019,0,,0,0
9/22/2019,0,,0,0
9/23/2019,172579,,321,410
9/24/2019,159892,,285,340
9/25/2019,174895,,274,318
9/26/2019,141764,,251,298
9/27/2019,139476,,245,292
9/28/2019,0,,0,0
9/29/2019,0,,0,0
9/30/2019,172067,,337,427
10/1/2019,169360,,292,412
10/2/2019,190021,,313,392
10/3/2019,169260,,264,372
10/4/2019,166320,,272,364
10/5/2019,,,0,0
10/6/2019,,,0,0
10/7/2019,223860,,396,381
10/8/2019,197650,,338,392
10/9/2019,196350,,331,404
10/10/2019,200320,,328,431
10/11/2019,256361,,389,519
10/12/2019,,,0,0
10/13/2019,,,0,0
10/14/2019,295625,,497,557
10/15/2019,270298,,463,566
10/16/2019,236496,,408,357
10/17/2019,196134,,362,281
10/18/2019,182952,,325,267
10/19/2019,,,0,0
10/20/2019,,,0,0
10/21/2019,232311,,385,361
10/22/2019,177010,,311,302
10/23/2019,181744,,308,273
10/24/2019,141986,,257,258
10/25/2019,173250,,299,261
10/26/2019,,,0,0
10/27/2019,,,0,0
10/28/2019,197808,,319,347
10/29/2019,194544,,338,290
10/30/2019,174636,,306,262
10/31/2019,158264,,272,248
11/1/2019,194999,,334,251
11/2/2019,,,0,0
11/3/2019,,,0,0
11/4/2019,252800,,457,353
11/5/2019,217469,,347,296
11/6/2019,191912,,325,267
11/7/2019,176868,,290,253
11/8/2019,187620,,303,256
11/9/2019,,,0,0
11/10/2019,,,0,0
11/11/2019,165886,,290,557
11/12/2019,229235,,382,566
11/13/2019,236756,,409,357
11/14/2019,200568,,375,281
11/15/2019,243084,,451,267
11/16/2019,,,0,0
11/17/2019,,,0,0
11/18/2019,288850,,569,412
11/19/2019,246654,,432,342
11/20/2019,225359,,427,320
11/21/2019,193569,,348,299
11/22/2019,218127,,384,294
11/23/2019,,,0,0
11/24/2019,,,0,0
11/25/2019,297510,,496,431
11/26/2019,210960,,370,367
11/27/2019,165816,,286,310
11/28/2019,,,0,0
11/29/2019,78069,,171,166
11/30/2019,,,0,0
12/1/2019,,,0,0
12/2/2019,272357,,476,537
12/3/2019,205600,,417,451
12/4/2019,265600,,443,417
12/5/2019,221832,,361,377
12/6/2019,257355,,414,410
12/7/2019,,,0,0
12/8/2019,,,0,0
12/9/2019,328410,,547,564
12/10/2019,289044,,457,474
12/11/2019,291550,,470,438
12/12/2019,252502,,481,396
12/13/2019,312991,,521,430
12/14/2019,,,0,0
12/15/2019,,,0,0
12/16/2019,413390,,776,615
12/17/2019,391347,,682,516
12/18/2019,362730,,625,477
12/19/2019,323505,,530,431
12/20/2019,305265,,535,469
12/21/2019,0,,0,0
12/22/2019,0,,0,0
12/23/2019,371124,,702,667
12/24/2019,187407,,300,261
12/25/2019,,,0,0
12/26/2019,287280,,514,471
12/27/2019,310370,,674,500
12/28/2019,0,,0,0
12/29/2019,0,,0,0
12/30/2019,449903,,855,617
12/31/2019,308700,,515,481
1/1/2020,0,,0,0
1/2/2020,355152,,715,625
1/3/2020,264618,,517,613
1/4/2020,,,0,0
1/5/2020,,,0,0
1/6/2020,332848,,640,597
1/7/2020,315854,,572,496
1/8/2020,274518,,473,461
1/9/2020,250264,,446,421
1/10/2020,223880,,395,441
1/11/2020,0,,0,0
1/12/2020,0,,0,0
1/13/2020,312285,,573,568
1/14/2020,277651,,518,447
1/15/2020,289316,,492,419
1/16/2020,261215,,501,378
1/17/2020,269875,,519,381
1/18/2020,0,,0,0
1/19/2020,0,,0,0
1/20/2020,118440,,241,295
1/21/2020,279300,,502,577
1/22/2020,268294,,475,443
1/23/2020,220875,,383,367
1/24/2020,204863,,372,439
1/25/2020,0,,0,0
1/26/2020,0,,0,0
1/27/2020,254620,,476,519
1/28/2020,193336,,353,431
1/29/2020,214389,,379,403
1/30/2020,184755,,340,377
1/31/2020,218205,,387,370
2/1/2020,0,,0,0
2/2/2020,0,,0,0
2/3/2020,213807,,457,537
2/4/2020,202358,,407,446
2/5/2020,200976,,355,417
2/6/2020,180064,,370,390
2/7/2020,205751,,384,383
2/8/2020,0,,0,0
2/9/2020,0,,0,0
2/10/2020,282870,,462,532
2/11/2020,233576,,402,442
2/12/2020,211470,,387,413
2/13/2020,224288,,396,387
2/14/2020,211232,,349,379
2/15/2020,0,,0,0
2/16/2020,0,,0,0
2/17/2020,0,,0,0
2/18/2020,328008,,585,590
2/19/2020,259776,,475,568
2/20/2020,215644,,389,378
2/21/2020,207444,,364,409
2/22/2020,0,,0,0
2/23/2020,0,,0,0
2/24/2020,322048,,575,504
2/25/2020,298111,,498,419
2/26/2020,240734,,430,392
2/27/2020,251486,,432,367
2/28/2020,289941,,552,371
2/29/2020,0,,0,0
3/1/2020,0,,0,0
3/2/2020,304776,,546,521
3/3/2020,218683,,397,433
3/4/2020,179712,,362,404
3/5/2020,201338,,356,378
3/6/2020,203282,,362,372
3/7/2020,0,,0,0
3/8/2020,0,,0,0
3/9/2020,237282,,561,526
3/10/2020,204750,,415,436
3/11/2020,215080,,385,408
3/12/2020,277326,,468,382
3/13/2020,250978,,478,375
3/14/2020,0,,0,0
3/15/2020,0,,0,0
3/16/2020,267066,,481,519
3/17/2020,282744,,464,431
3/18/2020,275964,,451,403
3/19/2020,253946,,410,377
3/20/2020,223360,,356,411
3/21/2020,0,,0,0
3/22/2020,0,,0,0
3/23/2020,270798,,438,582
3/24/2020,267030,,415,484
3/25/2020,215625,,354,452
3/26/2020,204344,,338,424
3/27/2020,187066,,321,455
3/28/2020,0,,0,0
3/29/2020,,,0,0
3/30/2020,233945,,386,504
3/31/2020,197153,,346,419
4/1/2020,190128,,337,392
4/2/2020,178151,,320,367
4/3/2020,198906,,354,371
4/4/2020,,,0,0
4/5/2020,,,0,0
4/6/2020,256276,,434,412
4/7/2020,242532,,420,342
4/8/2020,190245,,334,320
4/9/2020,228587,,367,299
4/10/2020,,,0,0
4/11/2020,,,0,0
4/12/2020,,,0,0
4/13/2020,320162,,529,454
4/14/2020,285742,,477,378
4/15/2020,245763,,407,353
4/16/2020,170973,,300,330
4/17/2020,203295,,309,344
4/18/2020,,,0,0
4/19/2020,,,0,0
4/20/2020,208840,,397,428
4/21/2020,163822,,273,355
4/22/2020,133229,,256,332
4/23/2020,134926,,272,311
4/24/2020,121302,,241,324
4/25/2020,,,0,0
4/26/2020,,,0,0
4/27/2020,156762,,321,424
4/28/2020,141425,,263,334
4/29/2020,144307,,289,313
4/30/2020,152210,,275,293
5/1/2020,160244,,272,305
5/2/2020,,,0,0
5/3/2020,,,0,0
5/4/2020,168721,,284,404
5/5/2020,167771,,315,278
5/6/2020,139981,,254,260
5/7/2020,125238,,241,277
5/8/2020,130791,,247,245
5/9/2020,,,0,0
5/10/2020,,,0,0
5/11/2020,178177,,306,396
5/12/2020,145818,,290,307
5/13/2020,145375,,275,292
5/14/2020,182137,,325,276
5/15/2020,121997,,227,251
5/16/2020,,,0,0
5/17/2020,,,0,0
5/18/2020,218858,,354,314
5/19/2020,176190,,290,286
5/20/2020,173372,,266,268
5/21/2020,130974,,234,253
5/22/2020,150357,,222,207
5/23/2020,,,,
5/24/2020,,,0,0
5/25/2020,,,0,0
5/26/2020,191182,,301,326
5/27/2020,165222,,279,259
5/28/2020,189168,,272,254
5/29/2020,129535,,223,267
5/30/2020,,,0,0
5/31/2020,,,0,0
6/1/2020,172811,190006,314,322
6/2/2020,173985,166437,289,287
6/3/2020,175242,144982,269,267
6/4/2020,151076,143355,273,256
6/5/2020,177179,126238,282,225
6/6/2020,,,0,0
6/7/2020,,,0,0
6/8/2020,244314,180492,401,309
6/9/2020,196920,163265,321,281
6/10/2020,145193,149528,266,261
6/11/2020,174153,139010,297,243
6/12/2020,139340,131089,250,232
6/13/2020,,,0,0
6/14/2020,,,0,0
6/15/2020,188464,224686,342,377
6/16/2020,146842,175201,242,309
6/17/2020,174549,151701,278,262
6/18/2020,119586,160617,249,276
6/19/2020,122824,155303,226,265
6/20/2020,,,0,0
6/21/2020,,,0,0
6/22/2020,182709,221115,322,371
6/23/2020,175941,178781,319,304
6/24/2020,157565,154550,264,258
6/25/2020,140032,156344,241,271
6/26/2020,134514,155836,223,261
6/27/2020,,,0,0
6/28/2020,,,0,0
6/29/2020,181591,191017,333,310
6/30/2020,203313,164412,318,272
7/1/2020,207254,156378,347,253
7/2/2020,199571,119114,338,211
7/3/2020,,,0,0
7/4/2020,,,0,0
7/5/2020,,,0,0
7/6/2020,310181,242477,498,380
7/7/2020,286662,203735,457,327
7/8/2020,243216,181232,406,302
7/9/2020,244078,176962,383,292
7/10/2020,308142,167385,492,273
7/11/2020,,,0,0
7/12/2020,,,0,0
7/13/2020,482904,321057,743,522
7/14/2020,385130,290202,635,471
7/15/2020,376615,257952,601,425
7/16/2020,252837,177281,424,304
7/17/2020,243457,186992,421,318
7/18/2020,,,0,0
7/19/2020,,,0,0
7/20/2020,292328,234880,469,386
7/21/2020,234339,186801,402,321
7/22/2020,183182,158225,319,279
7/23/2020,169232,147161,303,260
7/24/2020,205413,146606,319,254
7/25/2020,,,0,0
7/26/2020,,,0,0
7/27/2020,224774,272673,401,453
7/28/2020,199111,235231,317,391
7/29/2020,163700,188204,305,311
7/30/2020,163810,174622,323,296
7/31/2020,174121,172363,336,288
8/1/2020,,,0,0
8/2/2020,,,0,0
8/3/2020,244260,310594,408,487
8/4/2020,194403,259939,338,417
8/5/2020,191036,196188,328,327
8/6/2020,152573,189138,289,312
8/7/2020,198976,182485,323,298
8/8/2020,,,0,0
8/9/2020,,,0,0
8/10/2020,222380,303870,387,494
8/11/2020,195286,260510,316,423
8/12/2020,193109,201552,342,332
8/13/2020,185494,194053,330,317
8/14/2020,203418,184859,319,302
8/15/2020,,,0,0
8/16/2020,,,0,0
8/17/2020,258083,232268,438,374
8/18/2020,214052,206542,394,338
8/19/2020,224442,196702,360,324
8/20/2020,155227,188759,293,312
8/21/2020,193061,191494,293,316
8/22/2020,,,0,0
8/23/2020,,,0,0
8/24/2020,249856,231018,407,373
8/25/2020,197415,205804,323,333
8/26/2020,191694,195230,326,320
8/27/2020,196533,184034,303,306
8/28/2020,206738,191140,347,312
8/29/2020,,,0,0
8/30/2020,,,0,0
8/31/2020,256809,262156,417,411
9/1/2020,264962,221086,399,355
9/2/2020,276501,203486,389,340
9/3/2020,224275,189138,354,312
9/4/2020,243230,197243,331,322
9/5/2020,,,0,0
9/6/2020,,,0,0
9/7/2020,,,0,0
9/8/2020,220754,283285,349,426
9/9/2020,202153,253555,304,383
9/10/2020,209881,244808,324,367
9/11/2020,182533,247074,279,371
9/12/2020,,,0,0
9/13/2020,,,0,0
9/14/2020,271371,276617,373,409
9/15/2020,205286,247031,336,371
9/16/2020,197370,225798,340,342
9/17/2020,139621,215759,250,327
9/18/2020,168028,214766,259,322
9/19/2020,,,0,0
9/20/2020,,,0,0
9/21/2020,217399,250828,342,383
9/22/2020,196165,220713,319,337
9/23/2020,169399,214737,250,329
9/24/2020,207313,176799,311,272
9/25/2020,177308,179383,278,273
9/26/2020,,,0,0
9/27/2020,,,0,0
9/28/2020,215845,231018,333,373
9/29/2020,213841,205804,320,333
9/30/2020,180579,195230,303,320
10/1/2020,171343,175267,314,291
10/2/2020,203556,183831,320,300
10/3/2020,,,0,0
10/4/2020,,,0,0
10/5/2020,243249,280775,374,419
10/6/2020,199161,262867,321,402
10/7/2020,191694,237870,310,367
10/8/2020,183763,223897,297,345
10/9/2020,218389,233977,347,354
10/10/2020,,,0,0
10/11/2020,,,0,0
10/12/2020,296576,300990,464,468
10/13/2020,317880,272458,481,423
10/14/2020,307634,310200,463,475
10/15/2020,264745,353383,421,553
10/16/2020,216737,201900,384,314
10/17/2020,,,0,0
10/18/2020,,,0,0
10/18/2020,,,0,0
