date,Sum of TOTAL TIME - AHT (sec),Sum of TOTAL TIME - AHT - FORECAST (sec),Sum of VOLUME - RECEIVED,Sum of VOLUME - FORECAST
4/6/2018,3367801,,5815,6044
4/7/2018,,,0,0
4/8/2018,,,,
4/9/2018,4626512,,8024,8446
4/10/2018,3822090,,6762,7149
4/11/2018,3543414,,6279,6677
4/12/2018,3488664,,6290,6176
4/13/2018,3586482,,6387,6063
4/14/2018,,,0,0
4/15/2018,,,0,0
4/16/2018,5193147,,9156,9197
4/17/2018,4126610,,7553,7558
4/18/2018,3641396,,6615,6909
4/19/2018,3348276,,6067,6501
4/20/2018,3297198,,5894,6423
4/21/2018,,,0,0
4/22/2018,,,0,0
4/23/2018,4078860,,7399,8732
4/24/2018,3299139,,6033,7356
4/25/2018,3119883,,5554,6871
4/26/2018,2902782,,5259,6405
4/27/2018,2824365,,5208,6226
4/28/2018,,,0,0
4/29/2018,,,0,0
4/30/2018,4075331,,7522,7415
5/1/2018,3238375,,6106,6386
5/2/2018,3072227,,5822,5933
5/3/2018,2802026,,5344,5667
5/4/2018,2917167,,5382,5459
5/5/2018,,,0,0
5/6/2018,,,0,0
5/7/2018,4150528,,7603,7513
5/8/2018,3327418,,6249,6210
5/9/2018,3182958,,6004,5926
5/10/2018,3024130,,5554,5556
5/11/2018,2989924,,5508,5434
5/12/2018,,,0,0
5/13/2018,,,0,0
5/14/2018,3971916,,7235,7577
5/15/2018,3207077,,6070,6203
5/16/2018,3015572,,5611,5920
5/17/2018,2839541,,5325,5537
5/18/2018,2886516,,5348,5313
5/19/2018,,,0,0
5/20/2018,,,0,0
5/21/2018,4075683,,7491,7425
5/22/2018,3295937,,6316,6150
5/23/2018,2856526,,5343,5800
5/24/2018,2764824,,5046,5378
5/25/2018,2738084,,4956,5371
5/26/2018,,,0,0
5/27/2018,,,0,0
5/28/2018,,,0,0
5/29/2018,4155177,,7592,8513
5/30/2018,3281168,,6116,6908
5/31/2018,3109794,,5721,5863
6/1/2018,3109791,,5594,5937
6/2/2018,,,0,0
6/3/2018,,,0,0
6/4/2018,4236758,,7608,7146
6/5/2018,3415267,,6168,5942
6/6/2018,3265328,,5772,5636
6/7/2018,3166889,,5586,5341
6/8/2018,3106188,,5355,5133
6/9/2018,,,0,0
6/10/2018,,,0,0
6/11/2018,4369610,,7665,7361
6/12/2018,3580500,,6358,6143
6/13/2018,3312395,,5846,5467
6/14/2018,3166378,,5469,5198
6/15/2018,2980885,,5341,5149
6/16/2018,,,0,0
6/17/2018,,,0,0
6/18/2018,4073770,,7286,7787
6/19/2018,3351707,,6026,6393
6/20/2018,3175599,,5829,5745
6/21/2018,2984240,,5352,5630
6/22/2018,3038949,,5377,5514
6/23/2018,,,0,0
6/24/2018,,,0,0
6/25/2018,4167487,,7345,7849
6/26/2018,3395697,,5999,6516
6/27/2018,2947529,,5528,5849
6/28/2018,3333082,,6030,5716
6/29/2018,3350441,,5771,5638
6/30/2018,,,0,0
7/1/2018,,,0,0
7/2/2018,4472196,,7769,7686
7/3/2018,3208382,,5570,5359
7/4/2018,,,0,0
7/5/2018,3719290,,6282,7162
7/6/2018,3553232,,5947,6646
7/7/2018,,,0,0
7/8/2018,,,0,0
7/9/2018,4527575,,7754,8875
7/10/2018,3632147,,6251,7151
7/11/2018,3412529,,5825,6578
7/12/2018,3170599,,5383,6265
7/13/2018,3453817,,5998,6140
7/14/2018,,,0,0
7/15/2018,,,0,0
7/16/2018,4600588,,8001,8099
7/17/2018,3992807,,7014,6867
7/18/2018,3737208,,6449,6539
7/19/2018,3468951,,6168,6000
7/20/2018,3706456,,6474,6146
7/21/2018,,,0,0
7/22/2018,,,0,0
7/23/2018,4851894,,8722,8296
7/24/2018,3916112,,6920,7137
7/25/2018,3897838,,7017,6692
7/26/2018,3511896,,6258,5677
7/27/2018,3620166,,6436,5607
7/28/2018,,,0,0
7/29/2018,,,0,0
7/30/2018,4743171,,8336,8204
7/31/2018,3721790,,6653,6395
8/1/2018,3487050,,6189,5987
8/2/2018,3318408,,5928,5669
8/3/2018,3364350,,5808,5611
8/4/2018,,,0,0
8/5/2018,,,0,0
8/6/2018,4445421,,7828,8268
8/7/2018,3684047,,6457,6670
8/8/2018,3482532,,6143,6074
8/9/2018,3214286,,5586,5722
8/10/2018,3192930,,5526,5685
8/11/2018,,,0,0
8/12/2018,,,0,0
8/13/2018,4275032,,7563,7914
8/14/2018,3340448,,6107,6394
8/15/2018,3129861,,5659,5986
8/16/2018,3093143,,5421,5699
8/17/2018,3118308,,5481,5618
8/18/2018,,,0,0
8/19/2018,,,0,0
8/20/2018,4243943,,7439,7677
8/21/2018,3535823,,6233,6088
8/22/2018,3197964,,5791,5796
8/23/2018,3035900,,5469,5561
8/24/2018,3167118,,5578,5417
8/25/2018,,,0,0
8/26/2018,,,0,0
8/27/2018,4427206,,7806,7343
8/28/2018,3651032,,6517,6012
8/29/2018,3348604,,5912,5563
8/30/2018,3190784,,5664,5364
8/31/2018,3195871,,5540,5344
9/1/2018,,,0,0
9/2/2018,,,0,0
9/3/2018,,,0,0
9/4/2018,5026525,,8565,8283
9/5/2018,4090926,,7085,6609
9/6/2018,3549819,,6243,5808
9/7/2018,3693401,,6380,5595
9/8/2018,,,0,0
9/9/2018,,,0,0
9/10/2018,4501573,,7846,7904
9/11/2018,3648874,,6558,6630
9/12/2018,3399640,,5972,6088
9/13/2018,3174152,,5649,5665
9/14/2018,3236718,,5563,5710
9/15/2018,,,0,0
9/16/2018,,,0,0
9/17/2018,4244475,,7408,7785
9/18/2018,3312478,,6063,6447
9/19/2018,3291169,,5790,5883
9/20/2018,3224103,,5523,5648
9/21/2018,3336562,,5875,5537
9/22/2018,,,0,0
9/23/2018,,,0,0
9/24/2018,4066269,,7143,7670
9/25/2018,3399249,,6039,6148
9/26/2018,3275755,,5913,5841
9/27/2018,2676177,,4877,5426
9/28/2018,2959608,,5265,5523
9/29/2018,,,0,0
9/30/2018,,,0,0
10/1/2018,4381858,,7517,7460
10/2/2018,3696561,,6333,6193
10/3/2018,3193356,,5733,5824
10/4/2018,3014862,,5272,5487
10/5/2018,3032002,,5404,5597
10/6/2018,,,0,0
10/7/2018,,,0,0
10/8/2018,3582525,,6128,6146
10/9/2018,3543472,,5936,6239
10/10/2018,3469211,,5928,5992
10/11/2018,3534008,,5997,5495
10/12/2018,3478170,,5802,5854
10/13/2018,,,0,0
10/14/2018,,,0,0
10/15/2018,4641555,,7979,8327
10/16/2018,4033924,,6823,6837
10/17/2018,3688121,,6167,6396
10/18/2018,3374169,,5636,5760
10/19/2018,3250351,,5560,5509
10/20/2018,,,0,0
10/21/2018,,,0,0
10/22/2018,4291970,,7419,7669
10/23/2018,3837917,,6571,6240
10/24/2018,3549463,,6033,5797
10/25/2018,3205523,,5517,5266
10/26/2018,3214174,,5461,5291
10/27/2018,,,0,0
10/28/2018,,,0,0
10/29/2018,4490210,,7715,7207
10/30/2018,3664200,,6434,5828
10/31/2018,3175656,,5498,5637
11/1/2018,3295616,,5624,5632
11/2/2018,3375613,,5776,5687
11/3/2018,,,0,0
11/4/2018,,,0,0
11/5/2018,4572036,,8072,7905
11/6/2018,3578795,,6318,6591
11/7/2018,3591784,,6397,6158
11/8/2018,3459391,,5991,5902
11/9/2018,3424442,,5946,5689
11/10/2018,,,0,0
11/11/2018,,,0,0
11/12/2018,3514837,,6118,7776
11/13/2018,3697435,,6635,6407
11/14/2018,3459997,,6359,6099
11/15/2018,3316380,,5741,5889
11/16/2018,3209412,,5574,5730
11/17/2018,,,0,0
11/18/2018,,,0,0
11/19/2018,4278108,,7643,7329
11/20/2018,3549738,,6335,5821
11/21/2018,2622941,,4667,4167
11/22/2018,,,82,0
11/23/2018,1631378,,2872,2735
11/24/2018,,,54,0
11/25/2018,,,54,0
11/26/2018,5350913,,9025,7881
11/27/2018,3919359,,6897,6080
11/28/2018,3514935,,6142,5925
11/29/2018,3203282,,5521,5731
11/30/2018,3150303,,5573,5702
12/1/2018,0,,0,0
12/2/2018,0,,0,0
12/3/2018,4205648,,7393,7946
12/4/2018,3555550,,6060,6325
12/5/2018,1570828,,3000,3596
12/6/2018,3428343,,5996,5933
12/7/2018,3299394,,5798,5471
12/8/2018,0,,192,0
12/9/2018,0,,192,0
12/10/2018,4063145,,7253,6926
12/11/2018,3135125,,5469,5467
12/12/2018,2951339,,5202,5088
12/13/2018,2748075,,4861,5000
12/14/2018,2967099,,5024,4815
12/15/2018,0,,0,0
12/16/2018,0,,0,0
12/17/2018,3994260,,6951,7086
12/18/2018,3243936,,5689,5689
12/19/2018,2973769,,5080,5364
12/20/2018,3225432,,5832,5056
12/21/2018,3193831,,5490,4966
12/22/2018,0,,0,0
12/23/2018,0,,0,0
12/24/2018,1188210,,2800,3040
12/25/2018,0,,81,0
12/26/2018,3060507,,5646,5360
12/27/2018,2907852,,5255,5632
12/28/2018,2882543,,5387,5368
12/29/2018,0,,0,0
12/30/2018,0,,0,0
12/31/2018,2374842,,4341,5678
1/1/2019,138702,,473,578
1/2/2019,4933927,,8869,9454
1/3/2019,4018258,,7001,7850
1/4/2019,3804764,,6646,7050
1/5/2019,,,,
1/6/2019,,,,
1/7/2019,4562652,,8092,8822
1/8/2019,3674051,,6633,7021
1/9/2019,3365181,,6108,6566
1/10/2019,3178583,,5719,6076
1/11/2019,3099013,,5668,6762
1/12/2019,,,0,0
1/13/2019,,,0,0
1/14/2019,4241555,,7845,8369
1/15/2019,3604258,,6687,7202
1/16/2019,3538052,,6411,6952
1/17/2019,3367230,,6230,6774
1/18/2019,3746733,,6794,6668
1/19/2019,,,,
1/20/2019,,,,
1/21/2019,2222864,,4245,3686
1/22/2019,4127978,,7739,7896
1/23/2019,3545981,,6716,7236
1/24/2019,3242629,,5975,6888
1/25/2019,3309781,,6203,6792
1/26/2019,,,0,0
1/27/2019,0,,0,0
1/28/2019,4088817,,7570,7860
1/29/2019,3163183,,6071,6429
1/30/2019,3165931,,6034,6141
1/31/2019,3059774,,5983,5863
2/1/2019,3226683,,6092,6052
2/2/2019,,,0,0
2/3/2019,,,0,0
2/4/2019,4079728,,7930,7130
2/5/2019,3625182,,6865,5791
2/6/2019,3301329,,6334,5611
2/7/2019,2870505,,5469,5222
2/8/2019,3048632,,5539,5081
2/9/2019,,,0,0
2/10/2019,,,0,0
2/11/2019,3998686,,7414,7193
2/12/2019,3130071,,5905,5852
2/13/2019,2972326,,5393,5321
2/14/2019,2541781,,4600,4969
2/15/2019,2987456,,5371,5012
2/16/2019,,,0,0
2/17/2019,,,0,0
2/18/2019,1709886,,3057,3958
2/19/2019,3885720,,6887,6870
2/20/2019,3418260,,5974,6141
2/21/2019,2969324,,5461,5558
2/22/2019,3131316,,5661,5524
2/23/2019,,,0,0
2/24/2019,,,0,0
2/25/2019,4453982,,8064,7167
2/26/2019,3945201,,6886,6398
2/27/2019,3244340,,5947,5579
2/28/2019,2981425,,5724,5390
3/1/2019,3174221,,5825,5538
3/2/2019,,,0,0
3/3/2019,,,0,0
3/4/2019,4236936,,8405,7809
3/5/2019,3532498,,6310,6114
3/6/2019,3316858,,5825,5716
3/7/2019,3135336,,5642,5489
3/8/2019,3005626,,5416,5573
3/9/2019,,,0,0
3/10/2019,,,0,0
3/11/2019,4114220,,7430,8094
3/12/2019,3198248,,5842,6225
3/13/2019,2398850,,5883,5955
3/14/2019,2904197,,5514,5641
3/15/2019,3038740,,5574,5459
3/16/2019,,,0,0
3/17/2019,0,,0,0
3/18/2019,4204514,,7644,7600
3/19/2019,3329058,,6382,5983
3/20/2019,3274626,,6102,5737
3/21/2019,3057753,,5524,5548
3/22/2019,3158031,,5880,5457
3/23/2019,,,0,0
3/24/2019,,,0,0
3/25/2019,4081928,,7718,7587
3/26/2019,3340561,,6287,5972
3/27/2019,3083912,,5838,5757
3/28/2019,2944336,,5404,5513
3/29/2019,3067250,,5645,5400
3/30/2019,,,0,0
3/31/2019,0,,0,0
4/1/2019,4584772,,8280,7999
4/2/2019,3590407,,6521,6547
4/3/2019,3275766,,6028,6109
4/4/2019,3108383,,5708,5745
4/5/2019,3135534,,5675,5769
4/6/2019,,,0,0
4/7/2019,0,,0,0
4/8/2019,4305813,,7743,8013
4/9/2019,3482020,,6399,6691
4/10/2019,3280655,,6539,6176
4/11/2019,3310752,,6297,6020
4/12/2019,3498579,,6540,6148
4/13/2019,0,,0,0
4/14/2019,0,,0,0
4/15/2019,4733671,,9063,8697
4/16/2019,3645238,,6881,6981
4/17/2019,3179224,,5990,6380
4/18/2019,2747302,,5317,5777
4/19/2019,1509284,,2929,3593
4/20/2019,0,,0,0
4/21/2019,0,,0,0
4/22/2019,4057155,,8034,7900
4/23/2019,3346592,,6407,6046
4/24/2019,3161916,,5930,5531
4/25/2019,2968590,,5647,5268
4/26/2019,3152005,,5830,5308
4/27/2019,0,,0,0
4/28/2019,0,,0,0
4/29/2019,4313780,,8007,7475
4/30/2019,3479788,,6455,6206
5/1/2019,3260596,,6022,5679
5/2/2019,2980043,,5537,5245
5/3/2019,2941038,,5335,5281
5/4/2019,0,,0,0
5/5/2019,0,,0,0
5/6/2019,3974347,,7477,8081
5/7/2019,3250132,,6024,6408
5/8/2019,2931159,,5434,6006
5/9/2019,2737294,,5116,5558
5/10/2019,2714271,,5018,5629
5/11/2019,0,,0,0
5/12/2019,0,,0,0
5/13/2019,3728400,,6962,7562
5/14/2019,2934132,,5625,6262
5/15/2019,2871491,,5329,5735
5/16/2019,2730650,,5000,5547
5/17/2019,2699265,,4969,5558
5/18/2019,,,0,0
5/19/2019,,,0,0
5/20/2019,3608345,,6618,7152
5/21/2019,2919936,,5494,5706
5/22/2019,2740297,,5126,5337
5/23/2019,2607044,,4718,4990
5/24/2019,2683328,,4746,4918
5/25/2019,,,0,0
5/26/2019,0,,0,0
5/27/2019,0,,0,0
5/28/2019,3897560,,6959,7195
5/29/2019,3185980,,5844,5672
5/30/2019,2937387,,5294,5147
5/31/2019,2868472,,5230,5049
6/1/2019,,,0,0
6/2/2019,,,0,0
6/3/2019,3961196,,7531,6782
6/4/2019,3283063,,6047,5498
6/5/2019,3175268,,5753,5233
6/6/2019,2899439,,5325,4901
6/7/2019,3004194,,5383,4812
6/8/2019,0,,0,0
6/9/2019,0,,0,0
6/10/2019,4060542,,7338,7482
6/11/2019,3236210,,5911,6121
6/12/2019,3158240,,6153,5616
6/13/2019,2847128,,5229,5251
6/14/2019,2825042,,5077,5238
6/15/2019,,,0,0
6/16/2019,0,,0,0
6/17/2019,3762956,,6911,7358
6/18/2019,3338719,,6038,5873
6/19/2019,3019650,,5560,5684
6/20/2019,3043269,,5433,5183
6/21/2019,3008427,,5320,5251
6/22/2019,,,0,0
6/23/2019,,,0,0
6/24/2019,3906194,,7017,7383
6/25/2019,3287960,,5757,5996
6/26/2019,2973770,,5306,5749
6/27/2019,2827570,,5056,5399
6/28/2019,3109371,,5341,5321
6/29/2019,,,0,0
6/30/2019,,,0,0
7/1/2019,4678438,,7846,7423
7/2/2019,3565854,,6109,5968
7/3/2019,2667742,,4665,4986
7/4/2019,,,0,0
7/5/2019,3110102,,5292,5072
7/6/2019,,,0,0
7/7/2019,0,,0,0
7/8/2019,4659470,,7881,7727
7/9/2019,3591780,,6271,6123
7/10/2019,3438167,,5903,5834
7/11/2019,3030132,,5418,5315
7/12/2019,3505618,,6020,5874
7/13/2019,,,0,0
7/14/2019,,,0,0
7/15/2019,4726540,,8191,8182
7/16/2019,3856936,,6786,6943
7/17/2019,3565931,,6317,6578
7/18/2019,3620702,,6337,6193
7/19/2019,3649807,,6359,6368
7/20/2019,,,0,0
7/21/2019,,,0,0
7/22/2019,4715676,,8224,8773
7/23/2019,3764547,,6677,6890
7/24/2019,3347059,,5971,6584
7/25/2019,3149259,,5658,6274
7/26/2019,3170304,,5582,6361
7/27/2019,,,0,0
7/28/2019,,,0,0
7/29/2019,4578283,,7972,8140
7/30/2019,3538638,,6391,6545
7/31/2019,3476330,,6615,6071
8/1/2019,3246289,,5876,5784
8/2/2019,3224117,,5735,5686
8/3/2019,0,,0,0
8/4/2019,0,,0,0
8/5/2019,4442032,,7854,7733
8/6/2019,3535646,,6426,6241
8/7/2019,3100475,,5594,6036
8/8/2019,3014334,,5379,5445
8/9/2019,3069096,,5507,5352
8/10/2019,,,0,0
8/11/2019,,,0,0
8/12/2019,3989421,,7295,8090
8/13/2019,3324156,,6017,6245
8/14/2019,3713680,,7150,5793
8/15/2019,3299923,,6033,5426
8/16/2019,3063199,,5562,5400
8/17/2019,0,,0,0
8/18/2019,0,,0,0
8/19/2019,4080712,,7507,7312
8/20/2019,3196149,,5844,6075
8/21/2019,3194238,,5632,5867
8/22/2019,2926004,,5159,5356
8/23/2019,2727946,,4847,5490
8/24/2019,0,,0,0
8/25/2019,0,,0,0
8/26/2019,3702170,,7043,7640
8/27/2019,3157617,,6021,6204
8/28/2019,3012303,,5602,5750
8/29/2019,2780688,,5260,5523
8/30/2019,2837255,,5187,5534
8/31/2019,0,,0,0
9/1/2019,0,,0,0
9/2/2019,0,,0,0
9/3/2019,4249710,,7862,7865
9/4/2019,3500492,,6349,6436
9/5/2019,3288477,,5911,5993
9/6/2019,3275627,,5840,6112
9/7/2019,0,,0,0
9/8/2019,0,,0,0
9/9/2019,3904734,,8332,7379
9/10/2019,3382836,,6197,5988
9/11/2019,3236175,,5913,5692
9/12/2019,3099027,,5727,5325
9/13/2019,3030793,,5509,5336
9/14/2019,,,0,0
9/15/2019,,,0,0
9/16/2019,3955623,,7398,7346
9/17/2019,3325986,,6045,5971
9/18/2019,2994932,,5421,5570
9/19/2019,2637392,,4865,5322
9/20/2019,2700825,,5002,5282
9/21/2019,0,,0,0
9/22/2019,0,,0,0
9/23/2019,3740278,,6729,7337
9/24/2019,2993261,,5411,6016
9/25/2019,2680118,,4946,5891
9/26/2019,2576340,,4750,5543
9/27/2019,2567016,,4701,5475
9/28/2019,0,,0,0
9/29/2019,0,,0,0
9/30/2019,3595566,,6605,6933
10/1/2019,3171322,,5858,5945
10/2/2019,2917284,,5476,5305
10/3/2019,2695269,,4980,5030
10/4/2019,2643300,,5010,5144
10/5/2019,,,0,0
10/6/2019,,,0,0
10/7/2019,3718608,,6920,6727
10/8/2019,2923632,,5602,5806
10/9/2019,2768766,,5175,5424
10/10/2019,2681284,,4933,5180
10/11/2019,2849682,,5389,5266
10/12/2019,,,0,0
10/13/2019,,,0,0
10/14/2019,3244838,,6002,7255
10/15/2019,3227784,,6204,6380
10/16/2019,3086444,,5876,6091
10/17/2019,3107070,,5707,5569
10/18/2019,3121944,,5769,5431
10/19/2019,,,0,0
10/20/2019,,,0,0
10/21/2019,4114868,,7623,6818
10/22/2019,3225988,,6088,6093
10/23/2019,2927210,,5492,5672
10/24/2019,2702547,,4931,5158
10/25/2019,2749802,,5284,5068
10/26/2019,,,0,0
10/27/2019,,,0,0
10/28/2019,4149455,,7735,7486
10/29/2019,3528380,,6421,6229
10/30/2019,3108233,,5668,5726
10/31/2019,2685434,,4913,5152
11/1/2019,3197522,,5757,5454
11/2/2019,,,0,0
11/3/2019,,,0,0
11/4/2019,4576051,,8217,7727
11/5/2019,3753651,,6898,6027
11/6/2019,3386884,,6172,5666
11/7/2019,3242426,,5823,5485
11/8/2019,3352195,,6041,5408
11/9/2019,,,0,0
11/10/2019,,,0,0
11/11/2019,3192770,,5717,6217
11/12/2019,3609699,,6706,6964
11/13/2019,3402527,,6226,6291
11/14/2019,3300538,,5987,5773
11/15/2019,3396468,,6030,5689
11/16/2019,,,0,0
11/17/2019,,,0,0
11/18/2019,4309464,,7763,7733
11/19/2019,3507065,,6356,6436
11/20/2019,3318162,,6110,5898
11/21/2019,3136413,,5857,5667
11/22/2019,3204498,,5767,5583
11/23/2019,,,0,0
11/24/2019,,,0,0
11/25/2019,4308834,,7837,7978
11/26/2019,3341261,,6151,6621
11/27/2019,2474660,,4535,4839
11/28/2019,,,0,0
11/29/2019,1487297,,2838,2928
11/30/2019,,,0,0
12/1/2019,,,0,0
12/2/2019,4603263,,8481,7951
12/3/2019,3590708,,6461,6464
12/4/2019,3299447,,6032,5970
12/5/2019,3156150,,5943,5773
12/6/2019,3386684,,6027,5688
12/7/2019,,,0,0
12/8/2019,,,0,0
12/9/2019,4187104,,7753,7761
12/10/2019,3487470,,6161,6097
12/11/2019,3149611,,5482,5662
12/12/2019,2824061,,5086,5204
12/13/2019,3333682,,5684,5365
12/14/2019,,,0,0
12/15/2019,,,0,0
12/16/2019,4259625,,7658,7652
12/17/2019,3423790,,6253,6077
12/18/2019,2999139,,5368,5571
12/19/2019,2654884,,4859,5448
12/20/2019,2845698,,5014,5361
12/21/2019,0,,0,0
12/22/2019,0,,0,0
12/23/2019,3354965,,5888,6334
12/24/2019,1185125,,2173,2492
12/25/2019,,,0,0
12/26/2019,2552452,,4602,4736
12/27/2019,2781594,,5016,5266
12/28/2019,0,,0,0
12/29/2019,0,,0,0
12/30/2019,3875688,,7274,7263
12/31/2019,2406384,,4479,4606
1/1/2020,302932,,673,388
1/2/2020,5103353,,9833,9115
1/3/2020,4185568,,7834,6797
1/4/2020,,,0,0
1/5/2020,,,0,0
1/6/2020,4730594,,9366,8855
1/7/2020,3779204,,7058,7565
1/8/2020,3574161,,6539,6602
1/9/2020,3289016,,6065,6280
1/10/2020,3447359,,6353,6212
1/11/2020,0,,0,0
1/12/2020,0,,0,0
1/13/2020,4094409,,7634,8785
1/14/2020,3372664,,6221,7297
1/15/2020,3148179,,5814,6754
1/16/2020,3113287,,5769,6530
1/17/2020,3280477,,6303,6909
1/18/2020,0,,0,0
1/19/2020,0,,0,0
1/20/2020,1802139,,3478,4715
1/21/2020,3994722,,7409,8299
1/22/2020,3336117,,6763,7417
1/23/2020,3289016,,6027,6556
1/24/2020,3226787,,5886,6914
1/25/2020,0,,0,0
1/26/2020,0,,0,0
1/27/2020,4301258,,8172,8351
1/28/2020,3754221,,6976,6648
1/29/2020,3412927,,6277,6444
1/30/2020,3132351,,5879,6522
1/31/2020,3343647,,6388,6622
2/1/2020,0,,0,0
2/2/2020,0,,0,0
2/3/2020,4525456,,8632,8274
2/4/2020,4044938,,7320,6899
2/5/2020,3479310,,6460,6497
2/6/2020,3201147,,5840,5791
2/7/2020,3362352,,6139,5921
2/8/2020,0,,0,0
2/9/2020,0,,0,0
2/10/2020,4221230,,7570,8153
2/11/2020,3396756,,6070,6524
2/12/2020,3132059,,5692,5934
2/13/2020,2990716,,5312,5612
2/14/2020,2782514,,4955,4965
2/15/2020,0,,0,0
2/16/2020,0,,0,0
2/17/2020,1702880,,3137,3291
2/18/2020,3968801,,7119,7518
2/19/2020,3455365,,6277,6448
2/20/2020,3150114,,5763,5889
2/21/2020,3051986,,5604,6001
2/22/2020,0,,0,0
2/23/2020,0,,0,0
2/24/2020,4170431,,7632,8141
2/25/2020,3673526,,6694,6299
2/26/2020,3393756,,6335,6154
2/27/2020,3652344,,6782,5838
2/28/2020,4364921,,8411,5729
2/29/2020,0,,0,0
3/1/2020,0,,0,0
3/2/2020,4793438,,8890,7768
3/3/2020,3624070,,6609,6108
3/4/2020,3266351,,6035,5619
3/5/2020,3014625,,5572,5437
3/6/2020,3155537,,5858,5322
3/7/2020,0,,0,0
3/8/2020,0,,0,0
3/9/2020,4816577,,9430,7878
3/10/2020,3984572,,7397,6273
3/11/2020,3780043,,7195,6020
3/12/2020,5310542,,10348,5718
3/13/2020,4595683,,8338,5771
3/14/2020,0,,0,0
3/15/2020,0,,0,0
3/16/2020,5220494,,9363,8718
3/17/2020,4632826,,8092,6735
3/18/2020,4481748,,7416,6218
3/19/2020,4323854,,6887,5775
3/20/2020,3925035,,6520,5760
3/21/2020,0,,0,0
3/22/2020,0,,0,0
3/23/2020,5136158,,8607,8817
3/24/2020,4087951,,6652,6811
3/25/2020,3311529,,5547,6288
3/26/2020,3080557,,5406,5848
3/27/2020,3385253,,5773,5817
3/28/2020,,,0,0
3/29/2020,,,0,0
3/30/2020,3880933,,6611,8493
3/31/2020,2982540,,5201,6678
4/1/2020,3150919,,5530,6487
4/2/2020,2949777,,5155,6163
4/3/2020,2920742,,5205,5967
4/4/2020,,,0,0
4/5/2020,,,0,0
4/6/2020,3686084,,6447,7346
4/7/2020,3035853,,5344,6141
4/8/2020,2958908,,5284,5945
4/9/2020,3063998,,5258,5814
4/10/2020,,,0,0
4/11/2020,,,0,0
4/12/2020,,,0,0
4/13/2020,5682195,,9783,9297
4/14/2020,5283663,,7642,8097
4/15/2020,4508188,,6930,7517
4/16/2020,4080273,,6273,6886
4/17/2020,4993806,,7269,6702
4/18/2020,,,0,0
4/19/2020,,,0,0
4/20/2020,5791044,,9466,8874
4/21/2020,5017607,,7455,7293
4/22/2020,4459051,,6594,6665
4/23/2020,4220981,,6276,6304
4/24/2020,6518799,,13168,6436
4/25/2020,,,0,0
4/26/2020,,,0,0
4/27/2020,6358352,,13976,10515
4/28/2020,6472224,,10292,7608
4/29/2020,6118750,,8971,6472
4/30/2020,5821136,,8624,5918
5/1/2020,5670512,,8827,6944
5/2/2020,,,0,0
5/3/2020,,,0,0
5/4/2020,5915537,,10505,10070
5/5/2020,5547602,,8217,8039
5/6/2020,4809295,,7316,7203
5/7/2020,4553816,,6804,6699
5/8/2020,4831989,,7298,7949
5/9/2020,,,0,0
5/10/2020,,,0,0
5/11/2020,5691152,,8692,10339
5/12/2020,4744659,,7280,7956
5/13/2020,4335532,,6606,6997
5/14/2020,4248464,,6402,6613
5/15/2020,4117986,,6397,7657
5/16/2020,,,0,0
5/17/2020,,,0,0
5/18/2020,5253943,,8173,8726
5/19/2020,4443631,,6877,6839
5/20/2020,4011069,,6144,6081
5/21/2020,3562366,,5526,5669
5/22/2020,3511391,,5332,6165
5/23/2020,,,,
5/24/2020,,,0,0
5/25/2020,,,0,0
5/26/2020,4760482,,7900,8420
5/27/2020,4157495,,6633,7029
5/28/2020,4001108,,6109,6490
5/29/2020,3623316,,5363,6244
5/30/2020,,,0,0
5/31/2020,,,0,0
6/1/2020,4839036,5871494,7356,8483
6/2/2020,4003208,4649730,6154,7177
6/3/2020,3783393,4206290,5927,6459
6/4/2020,3594462,3901862,5487,6046
6/5/2020,3864434,3963368,5986,5965
6/6/2020,,,0,0
6/7/2020,,,0,0
6/8/2020,4788930,5175905,8125,7541
6/9/2020,4035776,4104525,6357,6230
6/10/2020,3666188,3888358,5899,5988
6/11/2020,3490348,3482459,5609,5373
6/12/2020,3457111,3460265,5401,5248
6/13/2020,,,0,0
6/14/2020,,,0,0
6/15/2020,4542370,4829761,7300,7103
6/16/2020,3881156,4091057,6131,6197
6/17/2020,3528252,3701474,5661,5668
6/18/2020,3240789,3601089,5108,5456
6/19/2020,3253245,3567675,4988,5360
6/20/2020,,,0,0
6/21/2020,,,0,0
6/22/2020,4720898,5363354,7327,7791
6/23/2020,3955532,4025368,6267,6103
6/24/2020,3482535,3715260,5604,5653
6/25/2020,3205406,3577630,5105,5371
6/26/2020,3420740,3373021,5261,5169
6/27/2020,,,0,0
6/28/2020,,,0,0
6/29/2020,4598256,5353115,7238,7940
6/30/2020,3844731,3863719,5947,6008
7/1/2020,3489181,3670266,5434,5801
7/2/2020,2965199,3049787,4665,4786
7/3/2020,,,0,0
7/4/2020,,,0,0
7/5/2020,,,0,0
7/6/2020,4486440,5284717,8563,8072
7/7/2020,4093998,4017059,7478,6419
7/8/2020,3512055,3653862,6701,5929
7/9/2020,3424703,3445246,5887,5530
7/10/2020,3573830,3985698,5786,6134
7/11/2020,,,0,0
7/12/2020,,,0,0
7/13/2020,4409522,6126107,8299,8642
7/14/2020,3895822,4769247,6754,7191
7/15/2020,3556194,4292275,6583,6635
7/16/2020,3474112,4210569,5940,6553
7/17/2020,3441255,4526044,5786,6745
