campaign,actual_effective_date,original_submit_date,Month,status,volume,volume_per_day,aht,ot_hrs_per_wk,attrition_headcount,new_hire_headcount,service_level,business_days,total_staff_fte,online_production_fte
SCG,6/23/2020 0:00,6/19/2020 0:00,'2021-10,Implemented,13450,640.4761905,773,0.17736,0,0,0,21,41,20.0312666
SCG,6/23/2020 0:00,6/19/2020 0:00,'2021-11,Implemented,14653,697.7619048,767,1.7126,0,0,0,21,41,22.15905053
SCG,6/23/2020 0:00,6/19/2020 0:00,'2021-12,Implemented,16397,780.8095238,785,2.51878,0,0,0,21,41,25.35317419
SCG,6/23/2020 0:00,6/19/2020 0:00,'2022-01,Implemented,15924,796.2,856,3.35937,0,0,0,20,41,26.48689649
SCG,6/23/2020 0:00,6/19/2020 0:00,'2022-02,Implemented,14376,756.6315789,825,2.56408,0,0,0,19,41,24.99479919
SCG,6/23/2020 0:00,6/19/2020 0:00,'2022-03,Implemented,18102,787.0434783,825,2.62011,0,0,0,23,41,24.86316391
SCG,6/23/2020 0:00,6/19/2020 0:00,'2022-04,Implemented,15818,790.9,854,1.67209,0,0,0,20,41,25.06597316
SCG,6/23/2020 0:00,6/19/2020 0:00,'2022-05,Implemented,11549,549.952381,901,0.71194,0,0,0,21,41,22.58732006
SCG,6/23/2020 0:00,6/19/2020 0:00,'2022-06,Implemented,12243,556.5,945,0.69583,0,0,0,22,41,22.43177083
SCG,6/23/2020 0:00,6/19/2020 0:00,'2022-07,Implemented,13071,653.55,779,2.41925,0,0,0,20,41,22.73260924
SCG,6/23/2020 0:00,6/19/2020 0:00,'2022-08,Implemented,13411,583.0869565,865,1.90844,0,0,0,23,41,21.39682845
SCG,6/23/2020 0:00,6/19/2020 0:00,'2022-09,Implemented,13268,631.8095238,802,1.53811,0,0,0,21,41,22.30723296
SCG,6/23/2020 0:00,6/19/2020 0:00,'2022-10,Implemented,13450,640.4761905,773,0.17736,0,0,0,21,41,20.0312666
SCG,6/23/2020 0:00,6/19/2020 0:00,'2022-11,Implemented,14653,697.7619048,767,1.7126,0,0,0,21,41,22.15905053
SCG,6/23/2020 0:00,6/19/2020 0:00,'2022-12,Implemented,16397,780.8095238,785,2.51878,0,0,0,21,41,25.35317419
SCG,6/23/2020 0:00,6/19/2020 0:00,'2023-01,Implemented,15924,796.2,856,3.35937,0,0,0,20,41,26.48689649
SCG,6/23/2020 0:00,6/19/2020 0:00,'2023-02,Implemented,14376,756.6315789,825,2.56408,0,0,0,19,41,24.99479919
SCG,6/23/2020 0:00,6/19/2020 0:00,'2023-03,Implemented,18102,787.0434783,825,2.62011,0,0,0,23,41,24.86316391
SCG,6/23/2020 0:00,6/19/2020 0:00,'2023-04,Implemented,,,,,,,,,,
SCG,6/23/2020 0:00,6/19/2020 0:00,'2023-05,Implemented,,,,,,,,,,
SCG,6/23/2020 0:00,6/19/2020 0:00,'2023-06,Implemented,,,,,,,,,,
SCG,6/23/2020 0:00,6/19/2020 0:00,'2023-07,Implemented,,,,,,,,,,
SCG,6/23/2020 0:00,6/19/2020 0:00,'2023-08,Implemented,,,,,,,,,,
SCG,6/23/2020 0:00,6/19/2020 0:00,'2023-09,Implemented,,,,,,,,,,
SCG,6/23/2020 0:00,6/19/2020 0:00,'2023-10,Implemented,,,,,,,,,,
SCG,6/23/2020 0:00,6/19/2020 0:00,'2023-11,Implemented,,,,,,,,,,
SCG,6/23/2020 0:00,6/19/2020 0:00,'2023-12,Implemented,,,,,,,,,,
SCG,7/28/2020 0:00,7/28/2020 0:00,'2020-07,Implemented,17593,799.6909091,885,4.61842,0,0,0,22,39,24.4075
SCG,7/28/2020 0:00,7/28/2020 0:00,'2020-08,Implemented,14265,679.2904762,890,1.53846,0,0,0,21,39,21
SCG,7/28/2020 0:00,7/28/2020 0:00,'2020-09,Implemented,15015,714.9952381,885,2.05195,1,1,0,21,39,21.995
SCG,7/28/2020 0:00,7/28/2020 0:00,'2020-10,Implemented,15684,712.9181818,885,3.08108,2,2,0,22,39,21.6
SCG,7/28/2020 0:00,7/28/2020 0:00,'2020-11,Implemented,15632,781.6,885,5.13514,0,1,0,20,39.5,23.75
SCG,7/28/2020 0:00,7/28/2020 0:00,'2020-12,Implemented,18768,853.0727273,875,4.61538,0,0,0,22,40,26.62
SCG,7/28/2020 0:00,7/28/2020 0:00,'2021-01,Implemented,18844,991.8105263,886,6,0,0,0,19,40,30.47321831
SCG,7/28/2020 0:00,7/28/2020 0:00,'2021-02,Implemented,18954,997.6052632,859,5,0,2,0,19,41,29.33596491
SCG,7/28/2020 0:00,7/28/2020 0:00,'2021-03,Implemented,21112,917.9304348,859,3.5,2,2,0,23,42,27.03923657
SCG,7/28/2020 0:00,7/28/2020 0:00,'2021-04,Implemented,20202,961.9952381,884,6,2,2,0,21,42,29.11388889
SCG,7/28/2020 0:00,7/28/2020 0:00,'2021-05,Implemented,14509,725.45,901,2,0,1,0,20,42.5,23.30579545
SCG,7/28/2020 0:00,7/28/2020 0:00,'2021-06,Implemented,14847,674.8818182,901,0,2,0,0,22,42,22.39854167
SCG,7/28/2020 0:00,7/28/2020 0:00,'2021-07,Implemented,16004,762.0952381,859,2.47973,2,2,0,21,41,22.23420211
SCG,7/28/2020 0:00,7/28/2020 0:00,'2021-08,Implemented,15348,697.6363636,885,2.00631,0,1,0,22,41.5,21.57973485
SCG,7/28/2020 0:00,7/28/2020 0:00,'2021-09,Implemented,15710,748.0952381,885,2,1,0,0,21,41.5,22.75567046
SCG,7/28/2020 0:00,7/28/2020 0:00,'2021-10,Implemented,15596,742.6857143,859,2,0,2,0,21,42,21.89947313
SCG,7/28/2020 0:00,7/28/2020 0:00,'2021-11,Implemented,17034,811.1428571,855,2,1,0,0,21,42.5,23.67776354
SCG,7/28/2020 0:00,7/28/2020 0:00,'2021-12,Implemented,18452,878.6428571,859,2.48843,1,0,0,21,41.5,26.63087454
SCG,7/28/2020 0:00,7/28/2020 0:00,'2022-01,Implemented,20224,1011.2,876,3.35937,0,0,0,20,41,28.88357143
SCG,7/28/2020 0:00,7/28/2020 0:00,'2022-02,Implemented,19351,1018.457895,849,2.56408,0,2,0,19,42,26.99479919
SCG,7/28/2020 0:00,7/28/2020 0:00,'2022-03,Implemented,21754,945.8304348,849,2.68562,2,0,0,23,42,26.41986111
SCG,7/28/2020 0:00,7/28/2020 0:00,'2022-04,Implemented,19796,989.8,874,1.69273,1,2,0,20,41.5,26.46777778
SCG,7/28/2020 0:00,7/28/2020 0:00,'2022-05,Implemented,15759,750.4428571,891,0.73897,1,1,0,21,42,22.32059092
SCG,7/28/2020 0:00,7/28/2020 0:00,'2022-06,Implemented,15362,698.2727273,891,0.70442,1,1,0,22,42,22.23102882
SCG,7/28/2020 0:00,7/28/2020 0:00,'2022-07,Implemented,15568,778.4,845,2.41925,0,1,0,20,42.5,23.46291667
SCG,7/28/2020 0:00,7/28/2020 0:00,'2022-08,Implemented,16546,719.373913,870,1.88545,1,0,0,23,42.5,23.41973485
SCG,7/28/2020 0:00,7/28/2020 0:00,'2022-09,Implemented,16298,776.0952381,870,1.50149,0,1,0,21,42.5,22.82741699
SCG,7/28/2020 0:00,7/28/2020 0:00,'2022-10,Implemented,16080,765.6904762,845,0.17736,2,0,0,21,42,20.28741739
SCG,7/28/2020 0:00,7/28/2020 0:00,'2022-11,Implemented,17743,844.8952381,840,1.75542,2,2,0,21,41,22.33041667
SCG,7/28/2020 0:00,7/28/2020 0:00,'2022-12,Implemented,19351,921.4952381,845,2.64794,0,2,0,21,42,25.58174603
SCG,7/28/2020 0:00,7/28/2020 0:00,'2023-01,Implemented,20477,1023.85,856,3.40084,1,0,0,20,42.5,28.77205899
SCG,7/28/2020 0:00,7/28/2020 0:00,'2023-02,Implemented,19823,1043.305263,845,2.56408,2,1,0,19,41.5,27.54414474
SCG,7/28/2020 0:00,7/28/2020 0:00,'2023-03,Implemented,22533,979.6869565,845,2.68562,0,2,0,23,42,26.58775778
SCG,7/28/2020 0:00,7/28/2020 0:00,'2023-04,Implemented,,,,,0,0,,,43,
SCG,7/28/2020 0:00,7/28/2020 0:00,'2023-05,Implemented,,,,,0,0,,,43,
SCG,7/28/2020 0:00,7/28/2020 0:00,'2023-06,Implemented,,,,,0,0,,,43,
SCG,7/28/2020 0:00,7/28/2020 0:00,'2023-07,Implemented,,,,,0,,,,,
SCG,7/28/2020 0:00,7/28/2020 0:00,'2023-08,Implemented,,,,,0,,,,,
SCG,7/28/2020 0:00,7/28/2020 0:00,'2023-09,Implemented,,,,,0,,,,,
SCG,7/28/2020 0:00,7/28/2020 0:00,'2023-10,Implemented,,,,,0,,,,,
SCG,7/28/2020 0:00,7/28/2020 0:00,'2023-11,Implemented,,,,,0,,,,,
SCG,7/28/2020 0:00,7/28/2020 0:00,'2023-12,Implemented,,,,,0,,,,,
SCG,8/17/2020 0:00,8/12/2020 0:00,'2020-08,Implemented,14265,679.2857143,890,1.57895,0,0,0,21,38,20.5
SCG,8/17/2020 0:00,8/12/2020 0:00,'2020-09,Implemented,15015,715,885,2.10667,1,1,0,21,38,21.475
SCG,8/17/2020 0:00,8/12/2020 0:00,'2020-10,Implemented,15684,712.9090909,885,3.16667,2,2,0,22,38,21.1
SCG,8/17/2020 0:00,8/12/2020 0:00,'2020-11,Implemented,15632,781.6,885,5.27778,0,3,0,20,39.5,23.25
SCG,8/17/2020 0:00,8/12/2020 0:00,'2020-12,Implemented,18768,853.0909091,875,4.73684,0,0,0,22,41,26.62
SCG,8/17/2020 0:00,8/12/2020 0:00,'2021-01,Implemented,18844,991.7894737,886,6,0,0,0,19,41,30.19354331
SCG,8/17/2020 0:00,8/12/2020 0:00,'2021-02,Implemented,18954,997.5789474,859,5,0,1,0,19,41.5,29.04096491
SCG,8/17/2020 0:00,8/12/2020 0:00,'2021-03,Implemented,21112,917.9130435,859,4.5,2,2,0,23,42,27.4021427
SCG,8/17/2020 0:00,8/12/2020 0:00,'2021-04,Implemented,20202,962,884,6,0,0,0,21,42,28.81388889
SCG,8/17/2020 0:00,8/12/2020 0:00,'2021-05,Implemented,14509,725.45,901,1,0,1,0,20,42.5,22.87579545
SCG,8/17/2020 0:00,8/12/2020 0:00,'2021-06,Implemented,14847,674.8636364,901,0,2,0,0,22,42,22.39854167
SCG,8/17/2020 0:00,8/12/2020 0:00,'2021-07,Implemented,16004,762.0952381,859,2.47973,2,2,0,21,41,22.23420211
SCG,8/17/2020 0:00,8/12/2020 0:00,'2021-08,Implemented,15348,697.6363636,885,2.00631,0,1,0,22,41.5,21.57973485
SCG,8/17/2020 0:00,8/12/2020 0:00,'2021-09,Implemented,15710,748.0952381,885,2,1,0,0,21,41.5,22.75567046
SCG,8/17/2020 0:00,8/12/2020 0:00,'2021-10,Implemented,15596,742.6666667,859,2,0,2,0,21,42,21.89947313
SCG,8/17/2020 0:00,8/12/2020 0:00,'2021-11,Implemented,17034,811.1428571,855,2.5,1,0,0,21,42.5,24.18401354
SCG,8/17/2020 0:00,8/12/2020 0:00,'2021-12,Implemented,18452,878.6666667,859,2.48843,1,0,0,21,41.5,26.63087454
SCG,8/17/2020 0:00,8/12/2020 0:00,'2022-01,Implemented,20224,1011.2,876,3.35937,0,0,0,20,41,27.88357143
SCG,8/17/2020 0:00,8/12/2020 0:00,'2022-02,Implemented,19351,1018.473684,849,2.56408,0,2,0,19,42,25.99479919
SCG,8/17/2020 0:00,8/12/2020 0:00,'2022-03,Implemented,21754,945.826087,849,2.68562,2,0,0,23,42,25.41986111
SCG,8/17/2020 0:00,8/12/2020 0:00,'2022-04,Implemented,19796,989.8,874,1.69273,1,2,0,20,41.5,25.46777778
SCG,8/17/2020 0:00,8/12/2020 0:00,'2022-05,Implemented,15759,750.4285714,891,0.73897,1,1,0,21,42,22.32059092
SCG,8/17/2020 0:00,8/12/2020 0:00,'2022-06,Implemented,15362,698.2727273,891,0.70442,1,1,0,22,42,22.23102882
SCG,8/17/2020 0:00,8/12/2020 0:00,'2022-07,Implemented,15568,778.4,845,2.41925,0,1,0,20,42.5,23.46291667
SCG,8/17/2020 0:00,8/12/2020 0:00,'2022-08,Implemented,16546,719.3913043,870,1.88545,1,0,0,23,42.5,23.41973485
SCG,8/17/2020 0:00,8/12/2020 0:00,'2022-09,Implemented,16298,776.0952381,870,1.50149,0,1,0,21,42.5,22.82741699
SCG,8/17/2020 0:00,8/12/2020 0:00,'2022-10,Implemented,16080,765.7142857,845,0.17736,2,0,0,21,42,20.28741739
SCG,8/17/2020 0:00,8/12/2020 0:00,'2022-11,Implemented,17743,844.9047619,840,1.75542,2,2,0,21,41,22.33041667
SCG,8/17/2020 0:00,8/12/2020 0:00,'2022-12,Implemented,19351,921.4761905,845,2.64794,0,2,0,21,42,25.58174603
SCG,8/17/2020 0:00,8/12/2020 0:00,'2023-01,Implemented,20477,1023.85,856,3.40084,1,0,0,20,42.5,27.77205899
SCG,8/17/2020 0:00,8/12/2020 0:00,'2023-02,Implemented,19823,1043.315789,845,2.56408,2,1,0,19,41.5,26.54414474
SCG,8/17/2020 0:00,8/12/2020 0:00,'2023-03,Implemented,22533,979.6956522,845,2.68562,0,2,0,23,42,25.58775778
SCG,8/17/2020 0:00,8/12/2020 0:00,'2023-04,Implemented,0,,,0,0,0,,0,43,25.67571235
SCG,8/17/2020 0:00,8/12/2020 0:00,'2023-05,Implemented,0,,,0,0,0,,0,43,22.93870633
SCG,8/17/2020 0:00,8/12/2020 0:00,'2023-06,Implemented,0,,,0,0,0,,0,43,22.57946569
SCG,8/17/2020 0:00,8/12/2020 0:00,'2023-07,Implemented,,,,,,,,,,
SCG,8/17/2020 0:00,8/12/2020 0:00,'2023-08,Implemented,,,,,,,,,,
SCG,8/17/2020 0:00,8/12/2020 0:00,'2023-09,Implemented,,,,,,,,,,
SCG,8/17/2020 0:00,8/12/2020 0:00,'2023-10,Implemented,,,,,,,,,,
SCG,8/17/2020 0:00,8/12/2020 0:00,'2023-11,Implemented,,,,,,,,,,
SCG,8/17/2020 0:00,8/12/2020 0:00,'2023-12,Implemented,,,,,,,,,,
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-01,Implemented,9705,510.8095238,649,,,,,19,27.10863095,13.90912698
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-01,Implemented,26093,1373.333333,650,,,,,19,52.17311508,39.2344246
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-02,Implemented,9870,519.4736842,628,,,,,19,28.07675439,14.05471491
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-02,Implemented,23499,1236.789474,640,,,,,19,58.30745614,36.14309211
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-03,Implemented,12429,540.3809524,658,,,,,23,27.01537698,15.58492063
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-03,Implemented,28253,1228.380952,684,,,,,23,59.46875,42.11269841
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-04,Implemented,10013,476.8095238,602,,,,,21,26.5094246,16.97470238
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-04,Implemented,24885,1185,639,,,,,21,60.79613095,42.62420635
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-05,Implemented,6858,342.9090909,589,,,,,20,25.98248106,13.70123106
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-05,Implemented,15005,750.2272727,602,,,,,20,58.47301136,30.034375
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-06,Implemented,8230,374.1,583,,,,,22,27.9,14.3625
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-06,Implemented,18473,839.7,615,,,,,22,60.3625,29.638125
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-07,Implemented,8435,401.6818182,613,,,,,21,26.68939394,14.41193182
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-07,Implemented,22049,1049.954545,644,,,,,21,50.1500947,30.42642045
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-08,Implemented,7964,362,598,,,,,22,29.75284091,14.53191288
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-08,Implemented,18308,832.1818182,647,,,,,22,40.89109848,26.24895833
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-09,Implemented,8048,383.25,603,,,,,21,31.6875,15.36375
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-09,Implemented,18065,860.25,652,,,,,21,47.72822917,31.58302083
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-10,Implemented,7720,367.6086957,622,,,,,21,30.01494565,16.13369565
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-10,Implemented,19262,917.2173913,651,,,,,21,50.39166667,30.87798913
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-11,Implemented,9040,430.5,630,,,,,21,30.346875,16.95947917
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-11,Implemented,24687,1175.55,666,,,,,21,51.2096875,34.528125
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-12,Implemented,11038,525.6190476,724,,,,,21,31.56994048,19.43680556
SCS,4/28/2020 0:00,4/28/2020 0:00,'2021-12,Implemented,34342,1635.333333,704,,,,,21,51.97519841,42.96121032
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-01,Implemented,10216,510.8095238,649,,,,,20,27.10863095,13.90912698
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-01,Implemented,27467,1373.333333,650,,,,,20,52.17311508,39.2344246
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-02,Implemented,9870,519.4736842,628,,,,,19,28.07675439,14.05471491
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-02,Implemented,23499,1236.789474,640,,,,,19,58.30745614,36.14309211
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-03,Implemented,12429,540.3809524,658,,,,,23,27.01537698,15.58492063
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-03,Implemented,28253,1228.380952,684,,,,,23,59.46875,42.11269841
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-04,Implemented,9536,476.8095238,602,,,,,20,26.5094246,16.97470238
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-04,Implemented,23700,1185,639,,,,,20,60.79613095,42.62420635
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-05,Implemented,7201,342.9090909,589,,,,,21,25.98248106,13.70123106
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-05,Implemented,15755,750.2272727,602,,,,,21,58.47301136,30.034375
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-06,Implemented,8230,374.1,583,,,,,22,27.9,14.3625
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-06,Implemented,18473,839.7,615,,,,,22,60.3625,29.638125
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-07,Implemented,8034,401.6818182,613,,,,,20,26.68939394,14.41193182
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-07,Implemented,20999,1049.954545,644,,,,,20,50.1500947,30.42642045
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-08,Implemented,8326,362,598,,,,,23,29.75284091,14.53191288
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-08,Implemented,19140,832.1818182,647,,,,,23,40.89109848,26.24895833
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-09,Implemented,8048,383.25,603,,,,,21,31.6875,15.36375
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-09,Implemented,18065,860.25,652,,,,,21,47.72822917,31.58302083
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-10,Implemented,7720,367.6086957,622,,,,,21,30.01494565,16.13369565
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-10,Implemented,19262,917.2173913,651,,,,,21,50.39166667,30.87798913
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-11,Implemented,9040,430.5,630,,,,,21,30.346875,16.95947917
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-11,Implemented,24687,1175.55,666,,,,,21,51.2096875,34.528125
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-12,Implemented,11038,525.6190476,724,,,,,21,31.56994048,19.43680556
SCS,4/28/2020 0:00,4/28/2020 0:00,'2022-12,Implemented,34342,1635.333333,704,,,,,21,51.97519841,42.96121032
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-01,Implemented,10216,510.8095238,649,,,,,20,27.10863095,13.90912698
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-01,Implemented,27467,1373.333333,650,,,,,20,52.17311508,39.2344246
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-02,Implemented,9870,519.4736842,628,,,,,19,28.07675439,14.05471491
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-02,Implemented,23499,1236.789474,640,,,,,19,58.30745614,36.14309211
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-03,Implemented,12429,540.3809524,658,,,,,23,27.01537698,15.58492063
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-03,Implemented,28253,1228.380952,684,,,,,23,59.46875,42.11269841
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-04,Implemented,9059,476.8095238,602,,,,,19,26.5094246,16.97470238
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-04,Implemented,22515,1185,639,,,,,19,60.79613095,42.62420635
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-05,Implemented,7544,342.9090909,589,,,,,22,25.98248106,13.70123106
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-05,Implemented,16505,750.2272727,602,,,,,22,58.47301136,30.034375
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-06,Implemented,8230,374.1,583,,,,,22,27.9,14.3625
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-06,Implemented,18473,839.7,615,,,,,22,60.3625,29.638125
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-07,Implemented,8034,401.6818182,613,,,,,20,26.68939394,14.41193182
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-07,Implemented,20999,1049.954545,644,,,,,20,50.1500947,30.42642045
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-08,Implemented,8326,362,598,,,,,23,29.75284091,14.53191288
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-08,Implemented,19140,832.1818182,647,,,,,23,40.89109848,26.24895833
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-09,Implemented,7665,383.25,603,,,,,20,31.6875,15.36375
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-09,Implemented,17205,860.25,652,,,,,20,47.72822917,31.58302083
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-10,Implemented,8087,367.6086957,622,,,,,22,30.01494565,16.13369565
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-10,Implemented,20179,917.2173913,651,,,,,22,50.39166667,30.87798913
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-11,Implemented,9040,430.5,630,,,,,21,30.346875,16.95947917
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-11,Implemented,24687,1175.55,666,,,,,21,51.2096875,34.528125
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-12,Implemented,10512,525.6190476,724,,,,,20,31.56994048,19.43680556
SCS,4/28/2020 0:00,4/28/2020 0:00,'2023-12,Implemented,32707,1635.333333,704,,,,,20,51.97519841,42.96121032
WISE,8/4/2017 0:00,8/4/2017 0:00,'2017-08,Implemented,149106,6482.869565,545,,17,,,23,294,178
WISE,8/4/2017 0:00,8/4/2017 0:00,'2017-09,Implemented,125967,6298.35,545,,17,,,20,319,173
WISE,8/4/2017 0:00,8/4/2017 0:00,'2017-10,Implemented,131663,5984.681818,545,,17,,,22,325,165
WISE,8/4/2017 0:00,8/4/2017 0:00,'2017-11,Implemented,145984,6951.619048,545,,17,,,21,328,191
WISE,8/4/2017 0:00,8/4/2017 0:00,'2017-12,Implemented,128692,6434.6,545,,17,,,20,321,177
WISE,10/2/2017 0:00,10/2/2017 0:00,'2017-10,Implemented,136655,6211.590909,545,,17,,,22,341,341
WISE,10/2/2017 0:00,10/2/2017 0:00,'2017-11,Implemented,151537,7216.047619,545,,15,,,21,346,346
WISE,10/2/2017 0:00,10/2/2017 0:00,'2017-12,Implemented,133585,6679.25,545,,15,,,20,331,331
WISE,10/2/2017 0:00,10/2/2017 0:00,'2018-01,Implemented,132460,6307.619048,561,,17,,,21,314,314
WISE,10/2/2017 0:00,10/2/2017 0:00,'2018-02,Implemented,115323,6069.631579,568,,17,,,19,297,297
WISE,10/2/2017 0:00,10/2/2017 0:00,'2018-03,Implemented,135115,6434.047619,570,,17,,,21,280,280
WISE,10/2/2017 0:00,10/2/2017 0:00,'2018-04,Implemented,130613,6219.666667,559,,17,,,21,263,263
WISE,10/2/2017 0:00,10/2/2017 0:00,'2018-05,Implemented,124114,5396.26087,544,,17,,,23,246,246
WISE,10/2/2017 0:00,10/2/2017 0:00,'2018-06,Implemented,128585,6123.095238,552,,17,,,21,229,229
WISE,10/2/2017 0:00,10/2/2017 0:00,'2018-07,Implemented,129215,6153.095238,564,,17,,,21,212,212
WISE,10/2/2017 0:00,10/2/2017 0:00,'2018-08,Implemented,130617,5679,563,,17,,,23,218,218
WISE,10/2/2017 0:00,10/2/2017 0:00,'2018-09,Implemented,110334,5807.052632,556,,17,,,19,243,243
WISE,10/2/2017 0:00,10/2/2017 0:00,'2018-10,Implemented,115325,5014.130435,561,,17,,,23,249,249
WISE,10/2/2017 0:00,10/2/2017 0:00,'2018-11,Implemented,127859,6088.52381,559,,17,,,21,252,252
WISE,10/2/2017 0:00,10/2/2017 0:00,'2018-12,Implemented,112716,5635.8,559,,17,,,20,245,245
WISE,11/1/2017 0:00,11/1/2017 0:00,'2017-11,Implemented,157312,7491.047619,600,,12,,,21,332,184
WISE,11/1/2017 0:00,11/1/2017 0:00,'2017-12,Implemented,138673,6933.65,600,,10,,,20,322,187
WISE,11/1/2017 0:00,11/1/2017 0:00,'2018-01,Implemented,132460,6307.619048,561,,16,,,21,321,199
WISE,11/1/2017 0:00,11/1/2017 0:00,'2018-02,Implemented,115323,6069.631579,568,,17,,,19,319,184
WISE,11/1/2017 0:00,11/1/2017 0:00,'2018-03,Implemented,135115,6434.047619,570,,16,,,21,318,181
WISE,11/1/2017 0:00,11/1/2017 0:00,'2018-04,Implemented,130613,6219.666667,559,,16,,,21,302,187
WISE,11/1/2017 0:00,11/1/2017 0:00,'2018-05,Implemented,124114,5396.26087,544,,16,,,23,286,177
WISE,11/1/2017 0:00,11/1/2017 0:00,'2018-06,Implemented,128585,6123.095238,552,,16,,,21,290,171
WISE,11/1/2017 0:00,11/1/2017 0:00,'2018-07,Implemented,129215,6153.095238,564,,16,,,21,301,152
WISE,11/1/2017 0:00,11/1/2017 0:00,'2018-08,Implemented,130617,5679,563,,16,,,23,305,142
WISE,11/1/2017 0:00,11/1/2017 0:00,'2018-09,Implemented,110334,5807.052632,556,,16,,,19,309,148
WISE,11/1/2017 0:00,11/1/2017 0:00,'2018-10,Implemented,115325,5014.130435,561,,14,,,23,315,160
WISE,11/1/2017 0:00,11/1/2017 0:00,'2018-11,Implemented,127859,6088.52381,559,,11,,,21,304,156
WISE,11/1/2017 0:00,11/1/2017 0:00,'2018-12,Implemented,112716,5635.8,559,,11,,,20,293,170
WISE,11/10/2017 0:00,11/10/2017 0:00,'2017-11,Implemented,157312,7491.047619,600,,12,,,21,332,225
WISE,11/10/2017 0:00,11/10/2017 0:00,'2017-12,Implemented,138673,6933.65,600,,10,,,20,322,209
WISE,11/10/2017 0:00,11/10/2017 0:00,'2018-01,Implemented,132460,6307.619048,561,,16,,,21,321,179
WISE,11/10/2017 0:00,11/10/2017 0:00,'2018-02,Implemented,115323,6069.631579,568,,17,,,19,319,174
